,Unnamed: 0,nconst,name,roles,Degree centrality,Eigenvector centrality,Closeness centrality,Betweenness centrality,CineMAC rank,community
378,11708,nm3072670,Michiyoshi Takashima,producer,1.873761978692e-05,1.968190705674138e-06,0.0535582693250011,3.893617665869292e-07,0.013394841124315,nm3072670
379,11710,nm3073493,Kazuto Anzai,producer,1.6060816960220003e-05,1.9271101971610178e-06,0.0535579284977917,3.875147809356576e-07,0.0133940759849325,nm3073493
380,7945,nm0875306,Hisakazu Tsuji,"producer,writer",5.353605653407e-05,1.1300111021937253e-05,0.0534837315709201,2.145811060678126e-05,0.0133925064622707,nm0875306
381,1774,nm0849099,Yôzô Tanaka,writer,6.959687349429e-05,1.4941755258822018e-06,0.0532360903777547,0.0002552395599723,0.0133906052466868,nm0849099
382,6964,nm0409330,Yoshio Inoue,director,1.6060816960220003e-05,1.1759933264997088e-06,0.0534939299561431,3.0962074172110686e-05,0.0133855322101504,nm0409330
383,10458,nm0855406,Tadahiro Teramoto,producer,2.409122544033e-05,9.931327409921872e-06,0.0535034519586527,4.149606418132696e-06,0.0133854060294802,nm0855406
384,8560,nm0847634,Yô Takeyama,writer,1.873761978692e-05,1.5147157144072002e-06,0.05349903060738,1.5221311605970807e-05,0.0133836260636218,nm0847634
385,4973,nm2704563,Kenzaburo Hara,writer,1.338401413351e-05,2.6791629765729543e-06,0.0534494255720463,6.80675986512e-05,0.0133833890869519,nm2704563
386,9479,nm0837418,Eizô Sugawa,director,2.944483109374e-05,7.196281980376367e-06,0.0534623276141351,9.17788826352098e-06,0.0133770366538682,nm0837418
387,4526,nm0875472,Nanboku Tsuruya,writer,2.409122544033e-05,4.020916567075565e-06,0.0533778984220406,8.34232747348e-05,0.0133723584596957,nm0875472
388,1942,nm0436784,Kenji Kamiyama,"director,writer",4.015204240055001e-05,7.060207904428673e-07,0.0532108467632312,0.0002326439687809,0.0133710871988008,nm0436784
389,5291,nm0945257,Nobuo Yamada,writer,2.676802826703e-05,7.039636979075698e-07,0.0533636836298616,5.9209331580120005e-05,0.0133625912383516,nm0945257
390,9426,nm0654725,Shigehiro Ozawa,director,3.479843674714e-05,3.1579593754065227e-06,0.0533670674174402,9.461105921650645e-06,0.0133536212298711,nm0654725
391,1970,nm1494403,Ryuichi Takatsu,"director,writer",2.676802826703e-05,5.251264614730026e-07,0.0531490170570441,0.0002292083787832,0.0133513796476389,nm1494403
392,9336,nm0793408,Hideyuki Shiino,producer,3.7475239573850005e-05,8.030462275464884e-06,0.0533389949742374,1.0031225833120914e-05,0.0133486329754799,nm0793408
393,5103,nm0945481,Satsuo Yamamoto,director,5.353605653407e-05,7.224335357720687e-06,0.0532492265252794,6.466490994148e-05,0.0133436629567781,nm0945481
394,9674,nm0870311,Shirô Toyoda,director,2.944483109374e-05,9.475920879096448e-06,0.0533197334076683,7.97147385491957e-06,0.013341656408374,nm0870311
395,5753,nm0881576,Yoshio Urasawa,writer,1.873761978692e-05,1.452750886193722e-06,0.0532374373766509,5.280486285136001e-05,0.0133276081525438,nm0881576
396,7574,nm1046087,Hiroshi Matsuki,writer,4.282884522726e-05,1.0476293285930445e-05,0.0532118560481525,2.5614458156830588e-05,0.0133226939112056,nm1046087
397,10159,nm0464805,Tôkô Kon,writer,2.944483109374e-05,6.065899180208745e-06,0.053247542041529,5.50884904262047e-06,0.0133221404052114,nm0464805
398,11448,nm0624955,Mick Nekoi,writer,1.6060816960220003e-05,3.890702627878178e-06,0.0532657401078453,8.970821348759707e-07,0.013321647177392,nm0624955
399,11449,nm0407022,Satsuki Igarashi,writer,1.6060816960220003e-05,3.890702627878178e-06,0.0532657401078453,8.970821348759707e-07,0.013321647177392,nm0407022
400,11450,nm0031919,Mokona Apapa,writer,1.6060816960220003e-05,3.890702627878178e-06,0.0532657401078453,8.970821348759707e-07,0.013321647177392,nm0031919
401,1437,nm0766211,Hisayasu Satô,director,2.409122544033e-05,1.086826609348928e-06,0.0529523905397668,0.0003073098259488,0.0133212196044413,nm0766211
402,3992,nm1122594,Ikki Kajiwara,writer,4.282884522726e-05,2.002548066322536e-06,0.0530819736236289,9.966327880824e-05,0.0133066170739327,nm1122594
403,4133,nm0406725,Kiichi Ichikawa,producer,3.2121633920440005e-05,1.6328074486499104e-06,0.0530913495202588,9.368539175392e-05,0.0133046973383454,nm0406725
404,1508,nm0920735,Robert Chung,producer,2.676802826703e-05,5.985229766654542e-06,0.0528894977628072,0.0002922467534878,0.0133036244435821,nm0920735
405,8582,nm0794180,Masao Shirai,producer,2.141442261363e-05,3.888435891081699e-06,0.0531470032900345,1.5069738179685076e-05,0.0132968439716797,nm0794180
406,10885,nm0370591,Akira Hayasaka,writer,1.873761978692e-05,4.934251339236943e-06,0.0531436473507738,2.4766650450194416e-06,0.0132924489717362,nm0370591
407,6921,nm1115644,Itarô Yamagami,writer,3.479843674714e-05,5.002966427410599e-06,0.0530863263066267,3.1502446096570387e-05,0.0132894075389744,nm1115644
408,3583,nm0945692,Iwao Yamazaki,writer,4.282884522726e-05,7.408621364949672e-07,0.0529800574104849,0.0001167554986368,0.0132850956541213,nm0945692
409,5881,nm0619966,Nobuo Nakagawa,director,4.015204240055001e-05,4.132974706919062e-06,0.0530114259079628,4.981881302528e-05,0.0132763824345238,nm0619966
410,12156,nm0866755,Shogo Tomiyama,producer,1.6060816960220003e-05,6.294791482854764e-06,0.0530789606458122,3.4852110661084327e-10,0.0132753291506941,nm0866755
411,3178,nm0462698,Eisei Koi,producer,5.621285936077e-05,6.004222913917775e-06,0.0528984732968365,0.0001401723521761,0.0132752156828218,nm0462698
412,7797,nm0475879,Kazuo Kuroki,director,2.409122544033e-05,3.0653700573661664e-06,0.0529620539928261,2.2884260816043167e-05,0.0132530237122849,nm0475879
413,5318,nm0850816,Tomotaka Tasaka,director,3.2121633920440005e-05,4.445488464569556e-06,0.0528811897984957,5.821854647908e-05,0.0132439938668399,nm0850816
414,5977,nm0620305,Minoru Nakano,writer,2.676802826703e-05,5.95534274438303e-06,0.052885841936923,4.7563221011760005e-05,0.0132415321322365,nm0620305
415,9895,nm0875199,Sakae Tsuboi,writer,2.409122544033e-05,2.710697779785889e-06,0.0529147700123229,6.945792351731468e-06,0.0132371294319737,nm0875199
