,nconst,name,roles,Degree centrality,Eigenvector centrality,Closeness centrality,Beetwenness centrality,Betwenness centrality,CineMAC rank
5905,nm0233564,Johnathan Dorfman,producer,1.8737619786920002e-05,7.248687074916128e-06,0.058384205560796903,0.0001231019141391,4.924076565564e-05,0.014633323445449459
9506,nm0164063,Jason Clark,producer,2.4091225440330002e-05,8.001870993956724e-06,0.05847466459156944,2.254935106108077e-05,9.019740424432308e-06,0.014632326759766202
5187,nm0710272,Kyle Rankin,director,2.4091225440330002e-05,5.136379341837042e-06,0.058344136262486905,0.0001555412656767,6.221650627068e-05,0.014632226283236443
8930,nm0637464,Philip Francis Nowlan,writer,2.4091225440330002e-05,0.00011137174298492001,0.058361128639682666,3.219596359263618e-05,1.2878385437054473e-05,0.014632196892925138
11750,nm0104936,Jerrold T. Brandt,producer,1.6060816960220003e-05,0.00042614863186348005,0.05808482004209943,7.712443672165162e-07,3.084977468866065e-07,0.014631950183822587
5896,nm0490621,Tin-Chi Lau,writer,2.4091225440330002e-05,3.3992866562155153e-06,0.05837367698261871,0.0001236968544402,4.947874177608e-05,0.014631216087288863
7818,nm0567126,Bruce McCulloch,director,1.6060816960220003e-05,5.910780406477589e-06,0.05844502159692225,5.675763979550805e-05,2.270305591820322e-05,0.014630937708521113
5930,nm0521974,Todd Louiso,director,3.2121633920440005e-05,3.9547275371641565e-06,0.05836558065992591,0.0001213042942445,4.85217176978e-05,0.014630740328907004
8260,nm0876227,Richard Tuggle,"writer,director",1.6060816960220003e-05,8.615845872266e-05,0.05837165269137138,4.5356255572161664e-05,1.8142502228864667e-05,0.014629807055656606
8175,nm0204884,John A. Davis,director,2.141442261363e-05,8.339487592717217e-06,0.05844218069703975,4.723057544300807e-05,1.889223017720323e-05,0.014629791295672276
9999,nm0388898,Gregg Hoffman,producer,2.676802826703e-05,4.23154239461988e-06,0.05847141457721085,1.6016601691132875e-05,6.40664067645315e-06,0.014629607687390907
4684,nm0771349,Richard Schickel,"director,producer",1.338401413351e-05,9.103272960168001e-05,0.058219424460431636,0.0001935980773262,7.743923093048001e-05,0.014629359820373255
8042,nm0795832,Jason Shuman,producer,2.9444831093740002e-05,6.277087405556501e-06,0.05842919724245178,5.142458718117547e-05,2.0569834872470187e-05,0.014629085937033064
2770,nm0172830,Carlo Collodi,writer,3.2121633920440005e-05,5.084770547555025e-06,0.05807520062931705,0.0004015501361028,0.00016062005444112,0.014628489292471961
4253,nm1369977,Marty Adelstein,producer,4.015204240055001e-05,4.545836140290552e-06,0.05824400168859299,0.0002221484652039,8.885938608156e-05,0.014627712008084433
7419,nm0770617,Lou Scheimer,producer,3.2121633920440005e-05,3.58262427180105e-06,0.05840527411519776,6.986609469940133e-05,2.7946437879760534e-05,0.014627711117022352
11465,nm0730120,Garland Roark,writer,1.338401413351e-05,0.00046340144691898007,0.05802635116966926,2.1532984982868605e-06,8.613193993147442e-07,0.014626322482305009
1527,nm0918844,David Weisman,"director,producer,writer",4.282884522726e-05,4.054072144940027e-06,0.057734575438692745,0.0007224189529689,0.00028896758118756005,0.01462596932725846
768,nm0874676,Eric Tsang,"writer,producer,director",5.621285936077e-05,2.862618423957628e-06,0.05720014136581122,0.0012434957541456,0.00049739830165824,0.014625678149435386
8045,nm0288326,Patricia Foulkrod,"director,producer",1.070721130681e-05,5.100324592585186e-06,0.05843203688018105,5.131185406457582e-05,2.052474162583033e-05,0.014624789067536255
10708,nm0769653,Robert Schaefer,writer,1.8737619786920002e-05,0.0001641749049397,0.05830654547469933,7.991788290368569e-06,3.1967153161474277e-06,0.014624362446929079
10709,nm0293955,Eric Freiwald,writer,1.8737619786920002e-05,0.0001641749049397,0.05830654547469933,7.991788290368569e-06,3.1967153161474277e-06,0.014624362446929079
5589,nm2065670,Andrew Deutschman,writer,2.4091225440330002e-05,5.042358585724381e-06,0.05832513271147209,0.0001425618325735,5.7024733029400005e-05,0.014624207032017913
5588,nm3091255,Jason Pagan,writer,2.4091225440330002e-05,5.042358585724381e-06,0.05832513271147209,0.0001425618325735,5.7024733029400005e-05,0.014624207032017913
4318,nm0931973,A.M. Williamson,writer,2.676802826703e-05,0.0009188534088129601,0.05733457773296727,0.0002155455131871,8.621820527484001e-05,0.01462393617080859
3746,nm0150058,Jean Chalopin,"writer,producer",4.015204240055001e-05,3.623778537766784e-06,0.05817073423600887,0.0002811073838642,0.00011244295354568,0.014623904360202847
2231,nm0559406,Hirô Matsuda,writer,6.692007066759e-05,7.324373331231168e-06,0.057914149268520926,0.0005050344070785,0.00020201376283140004,0.01462335702989956
5057,nm0038356,Tatsuo Asano,writer,2.676802826703e-05,0.00014082840406257999,0.05815505804311773,0.0001642577365935,6.57030946374e-05,0.01462172805301021
7276,nm0674432,Steven Peros,"writer,director",1.6060816960220003e-05,9.342164400286766e-06,0.05838906618565284,7.129108148570614e-05,2.8516432594282457e-05,0.014621440062124763
3080,nm2376614,Alexandre Bustillo,director,2.676802826703e-05,3.99112613138688e-06,0.05809845299977218,0.0003564045814338,0.00014256183257352,0.014621404183901099
5716,nm1472735,Alexis Ferris,producer,2.141442261363e-05,6.416923651976492e-06,0.058323111785617734,0.000134346575831,5.37386303324e-05,0.014621322426928585
10130,nm0838865,Cid Ricketts Sumner,writer,2.4091225440330002e-05,0.00039167420714269997,0.05805476995240392,1.413886521101823e-05,5.655546084407293e-06,0.014621168562549492
9706,nm0625316,Don Nelson,writer,2.141442261363e-05,0.00013831715731446,0.058304929753096674,1.948265864289344e-05,7.793063457157377e-06,0.014621035997916913
10722,nm0030663,Jay Anson,writer,1.8737619786920002e-05,2.33754219648e-05,0.058432442565245456,7.874609086864622e-06,3.149843634745849e-06,0.014620607554021009
10721,nm0827839,Sandor Stern,writer,1.8737619786920002e-05,2.33754219648e-05,0.058432442565245456,7.874609086864622e-06,3.149843634745849e-06,0.014620607554021009
10723,nm0527567,George Lutz,writer,1.8737619786920002e-05,2.33754219648e-05,0.058432442565245456,7.874609086864622e-06,3.149843634745849e-06,0.014620607554021009
10724,nm0527582,Kathy Lutz,writer,1.8737619786920002e-05,2.33754219648e-05,0.058432442565245456,7.874609086864622e-06,3.149843634745849e-06,0.014620607554021009
11820,nm0942415,Gilbert Wright,writer,2.141442261363e-05,0.0005101191030148,0.05794844253490869,4.948151276483822e-07,1.9792605105935286e-07,0.014620117718916192
2036,nm0038335,Yoshitaka Asama,"writer,director",6.424326784089e-05,5.96614395456223e-06,0.057845684358117835,0.0005591484105537,0.00022365936422147998,0.014618760545116747
10326,nm0542730,E.B. Mann,writer,2.676802826703e-05,0.00031291364349808,0.05812292817679557,1.2015719345561446e-05,4.806287738224578e-06,0.01461865639197656
8577,nm0413531,Frederick J. Jackson,writer,2.9444831093740002e-05,0.0003963450096014,0.058008753489333834,3.774068211922047e-05,1.5096272847688188e-05,0.01461807100303705
8083,nm1381100,Kyle Newman,director,2.676802826703e-05,8.004195877743494e-06,0.05838623072280381,5.005715561101288e-05,2.0022862244405154e-05,0.0146177650256399
10430,nm0572698,C.M.S. McLellan,writer,1.8737619786920002e-05,0.00061098818817612,0.057830580216034946,1.0709428561624338e-05,4.283771424649735e-06,0.014617753863139902
11996,nm0593282,Dodson Mitchell,writer,1.338401413351e-05,0.00068911329838664,0.0577646913478565,7.209047196771969e-08,2.8836188787087878e-08,0.014616815187712155
9752,nm0940820,Walter Woods,writer,3.2121633920440005e-05,0.00077632350599414,0.05763809941240118,1.902714638858913e-05,7.610858555435652e-06,0.014616392924676086
10220,nm0697195,Will Price,director,1.6060816960220003e-05,0.00022755719534004002,0.05820855263612909,1.3121045140869838e-05,5.248418056347936e-06,0.014616322923392554
9777,nm0071564,Peter Bennett-Jones,producer,2.141442261363e-05,1.1833363767558041e-05,0.05841297603431403,1.870434718415873e-05,7.4817388736634925e-06,0.014616232041969844
9776,nm0003741,Robin Driscoll,writer,2.141442261363e-05,1.1833363767558041e-05,0.05841297603431403,1.870434718415873e-05,7.4817388736634925e-06,0.014616232041969844
5889,nm0603668,Robert Moreland,writer,2.676802826703e-05,5.33275942095209e-06,0.0583085652526344,0.0001240939695603,4.963758782412e-05,0.01461619000247067
7804,nm0752139,Neil Ruttenberg,writer,1.338401413351e-05,8.630428046302695e-06,0.05838542064114213,5.711751169702706e-05,2.2847004678810826e-05,0.014616138148754744
10628,nm0742492,Barry Rosenbush,producer,1.6060816960220003e-05,4.693259640888903e-06,0.058433659654238704,8.765603758046762e-06,3.506241503218705e-06,0.014615794833649465
6503,nm0070549,Robert L. Bendick,"producer,director",2.9444831093740002e-05,0.0001364695565392,0.05819768487145089,9.590024244841284e-05,3.8360096979365136e-05,0.014614874875383061
5213,nm0646058,Sidney Olcott,director,2.9444831093740002e-05,0.00045387895508718003,0.057821839317366744,0.0001538647343324,6.154589373296e-05,0.014614756959470015
6126,nm0005711,Freddie Francis,director,2.9444831093740002e-05,2.5142492655039997e-05,0.058289181158968584,0.0001119140745918,4.476562983672e-05,0.014613920639327291
7675,nm0115486,Glenn A. Bruce,writer,1.6060816960220003e-05,3.767714524732458e-06,0.0583744867384308,6.0815799344068685e-05,2.4326319737627475e-05,0.014613782767314955
9287,nm3263825,Will Beall,writer,2.676802826703e-05,5.915979254243837e-06,0.058396358640596155,2.5858278098831864e-05,1.0343311239532747e-05,0.014613725231554065
7315,nm0131910,Donald Cammell,"director,writer",1.338401413351e-05,7.569684727365003e-06,0.05836234275966324,7.129108148570613e-05,2.8516432594282454e-05,0.014613646885002456
11003,nm0226501,Richard H. Digges Jr.,writer,2.9444831093740002e-05,0.0007781691649612001,0.05764165222691751,5.159589571742834e-06,2.0638358286971335e-06,0.014613606453136047
8879,nm0694230,Marykay Powell,producer,2.141442261363e-05,4.896941480667521e-06,0.0583947379376379,3.296604269463362e-05,1.3186417077853447e-05,0.014613503836106708
11441,nm0122577,Bernard K. Burns,writer,1.338401413351e-05,0.00044226976176832004,0.05799436332439824,2.2960498838418715e-06,9.184199535367486e-07,0.014613078287545976
9992,nm0749493,Edward Rugoff,writer,1.8737619786920002e-05,4.2488350953943834e-06,0.058409732873432395,1.607484298240133e-05,6.429937192960532e-06,0.014612198542824278
6187,nm0002049,Robert Downey Sr.,"director,writer",1.8737619786920002e-05,5.0248185033300006e-05,0.058268599675985515,0.0001088502937849,4.354011751396e-05,0.014611608943647658
6413,nm0141033,Willard Carroll,"producer,director",2.9444831093740002e-05,5.207830785011377e-06,0.05831179718840718,9.925115655211126e-05,3.970046262084451e-05,0.01461142525170951
7682,nm0418070,Susan Estelle Jansen,writer,2.676802826703e-05,4.9934940174389345e-06,0.05835020383260765,6.043949309050908e-05,2.4175797236203633e-05,0.014610601211995658
10229,nm0309856,Nate Gatzert,writer,3.479843674714e-05,0.00047760858020908,0.05791654050483084,1.3040188335373556e-05,5.216075334149423e-06,0.014610496927530608
11222,nm0218503,Norman Deming,director,2.9444831093740002e-05,0.0003497101127861,0.05805877483443708,3.674659556391384e-06,1.4698638225565535e-06,0.014610401109468329
10745,nm0172559,Monte Collins,writer,2.4091225440330002e-05,0.00025954670558028,0.058150236298814335,7.618028389638355e-06,3.047211355855342e-06,0.014610373064556146
5652,nm0591266,Gina Mingacci,producer,2.4091225440330002e-05,3.1203688936183467e-06,0.05827424804741592,0.0001395949160256,5.583796641024001e-05,0.014610263639443868
9277,nm0152469,Michael Chapman,director,1.8737619786920002e-05,9.531913100216964e-06,0.058384205560796903,2.6068499772456735e-05,1.0427399908982694e-05,0.014609635898364124
7737,nm0753382,Michael Rymer,director,2.676802826703e-05,5.124827332558869e-06,0.058346158645647,5.90711461242776e-05,2.362845844971104e-05,0.014609280661842718
11508,nm0058365,Jean Bart,writer,2.141442261363e-05,0.0005363078950824,0.05787750835545408,1.885068442122317e-06,7.540273768489268e-07,0.014609278935398057
11309,nm0568530,William E. McEuen,producer,1.338401413351e-05,9.707916881237475e-06,0.05841054362989025,3.037208751761767e-06,1.2148835007047067e-06,0.014609168192414191
11535,nm0134224,Kay Cannon,writer,1.8737619786920002e-05,3.2564203417978206e-06,0.058410949016559535,1.7283549222725703e-06,6.913419689090282e-07,0.014608667852902631
11536,nm3015467,Mickey Rapkin,writer,1.8737619786920002e-05,3.2564203417978206e-06,0.058410949016559535,1.7283549222725703e-06,6.913419689090282e-07,0.014608667852902631
10154,nm0907778,H.M. Walker,writer,3.479843674714e-05,0.0004053414871636001,0.05797998029719544,1.3808335664710502e-05,5.523334265884201e-06,0.014608482139192722
612,nm0945517,Hiroyasu Yamaura,writer,2.9444831093740002e-05,2.1659318438560003e-05,0.05690851308404895,0.0014738477173095,0.0005895390869238,0.014608366237722686
9325,nm1376383,Hayden Schlossberg,"writer,director",2.4091225440330002e-05,3.5742183716574524e-06,0.058379750698861706,2.531730437445432e-05,1.0126921749781729e-05,0.014608183361762037
9324,nm1375358,Jon Hurwitz,"writer,director",2.4091225440330002e-05,3.5742183716574524e-06,0.058379750698861706,2.531730437445432e-05,1.0126921749781729e-05,0.014608183361762037
4324,nm0643443,Arch Oboler,"director,writer",1.338401413351e-05,0.00062862088838162,0.05757501128760825,0.0002152907879651,8.611631518604e-05,0.01460807674452212
2789,nm0793617,Kiyoshi Shimazu,producer,4.015204240055001e-05,9.953387001026307e-06,0.05798157805901358,0.0003977096933519,0.00015908387734076,0.014607348295441764
8838,nm1455688,Julie Anne Robinson,director,2.4091225440330002e-05,7.943567210581635e-06,0.058361128639682666,3.364547488337115e-05,1.3458189953348461e-05,0.014606702226804238
1562,nm0907394,Ken Wales,producer,8.030408480111355e-06,4.1907996662280006e-05,0.05766376847341266,0.0007126820978808,0.00028507283915232,0.014606597244108963
7901,nm2092839,Mark Millar,writer,3.7475239573850005e-05,5.949451694272513e-06,0.058326749552995945,5.496637974143521e-05,2.1986551896574085e-05,0.014606285156001375
5651,nm0604878,Mark Morgan,producer,2.676802826703e-05,2.239500524466882e-06,0.05825408031895011,0.0001397068327321,5.5882733092840005e-05,0.014605698670118426
6553,nm0039107,Ray Ashley,"writer,director",1.8737619786920002e-05,0.00010175039797212,0.05820291699227528,9.421019921048216e-05,3.7684079684192865e-05,0.0146044038023112
11475,nm0479757,Iya Labunka,producer,8.030408480111355e-06,2.2408848862852964e-06,0.05840243707800453,2.105194154649464e-06,8.420776618597857e-07,0.014603703391381393
4114,nm0795898,Kôji Shundô,producer,8.565769045452e-05,1.4101992083443506e-05,0.05807840674620972,0.0002363603269952,9.454413079808e-05,0.01460363168893572
10598,nm0589738,Sue Milliken,producer,2.141442261363e-05,1.423051538867954e-05,0.05836962854051651,9.054248078675353e-06,3.6216992314701412e-06,0.014603581931649375
10588,nm0837396,Burt Sugarman,producer,1.8737619786920002e-05,8.604928195539956e-06,0.058376916140667263,9.147861692510667e-06,3.659144677004267e-06,0.014603351637585558
1754,nm1482825,Kyle Jones,producer,2.9444831093740002e-05,2.0533748424976354e-06,0.05773615970364272,0.0006414570901882,0.00025658283607528,0.01460227874994179
7240,nm0795511,Kei Shu,"writer,producer",1.338401413351e-05,3.2970975787660092e-06,0.05831745393820548,7.129108148570614e-05,2.8516432594282457e-05,0.014601356532850865
10801,nm0506405,Eugene Levy,"writer,director",1.6060816960220003e-05,1.925337752552541e-05,0.058361128639682666,6.988853052453564e-06,2.7955412209814255e-06,0.014600857921805217
1794,nm0007182,Alex Cox,"director,writer",4.015204240055001e-05,5.233282052744017e-06,0.05772427983539094,0.0006323913518536,0.00025295654074144,0.014600514127924458
11365,nm0405077,Dick Irving Hyland,writer,1.8737619786920002e-05,0.00043276732693086007,0.05794445285928699,2.629989070912591e-06,1.0519956283650363e-06,0.01459964694876892
10837,nm0072872,Thomas Bentley,director,1.070721130681e-05,0.00017391372051278001,0.058206942340809566,6.722054270818033e-06,2.6888217083272134e-06,0.014599571331724993
5161,nm0944760,Kimio Yabuki,director,2.676802826703e-05,5.058877726651924e-06,0.05820653978090072,0.0001569991046112,6.279964184448e-05,0.0145988414478764
3384,nm0718627,Wolfgang Reitherman,director,6.156646501418001e-05,9.460366680496e-05,0.05791933053011169,0.0003182638174047,0.00012730552696188,0.014598441119833883
8557,nm0001302,Christopher Guest,director,1.8737619786920002e-05,5.897500010478296e-06,0.05832998350498314,3.814949122136683e-05,1.5259796488546732e-05,0.014598192029000475
2524,nm0948391,Seishi Yokomizo,writer,4.282884522726e-05,4.361917787548385e-06,0.05789980599622997,0.0004443292531698,0.00017773170126792002,0.014597831503103644
9298,nm0428059,F. Richard Jones,director,1.338401413351e-05,0.0004992073901217,0.05785005808238763,2.565113047112011e-05,1.0260452188448044e-05,0.01459707515427849
1436,nm0567979,Rodney McDonald,director,2.4091225440330002e-05,2.797450838325267e-06,0.057588800010948175,0.000768493134542,0.00030739725381680004,0.014596045455442207
3239,nm2640850,Jeffrey Chan,producer,2.676802826703e-05,3.110979481245676e-06,0.05801395169295246,0.0003398916026144,0.00013595664104576,0.014595930575828784
2211,nm0943138,Wu Ma,"director,producer",4.550564805396e-05,4.240929739822073e-06,0.05781985311797964,0.000513764067985,0.000205505627194,0.014595840940939605
6804,nm0905592,Jeff Wadlow,director,3.479843674714e-05,4.530128117426694e-06,0.05826053247310635,8.343926184806149e-05,3.33757047392246e-05,0.014595825074954745
3487,nm0500884,Alex Rebar,writer,3.479843674714e-05,4.965845103430042e-06,0.058036754818467054,0.0003034947858396,0.00012139791433584001,0.014595003471539306
6308,nm0304611,Ron Gantman,writer,1.6060816960220003e-05,5.5313886130320004e-05,0.05820492959694597,0.0001033584517326,4.134338069304e-05,0.014594915687942278
9793,nm1406277,Shakim Compere,producer,2.141442261363e-05,3.82983833887389e-06,0.058335643783963616,1.843011909976193e-05,7.372047639904773e-06,0.014594829541003971
11421,nm0681927,Jack Pickford,director,1.338401413351e-05,0.00031588536736754,0.05804756255690123,2.382399698860487e-06,9.529598795441948e-07,0.014594803584525286
7821,nm0652356,David Osterhout,writer,1.6060816960220003e-05,1.2339276992273388e-05,0.058293622208677315,5.6675149528056334e-05,2.2670059811222535e-05,0.014594674363039467
9648,nm1294036,Nima Nourizadeh,director,2.141442261363e-05,4.477141457985056e-06,0.058331600615461374,2.0289376142930867e-05,8.115750457172348e-06,0.01459444538891898
11053,nm0476255,Harold Daniel Kusel,writer,2.4091225440330002e-05,0.0005356750352799401,0.05781310106061438,4.889548157119314e-06,1.955819262847726e-06,0.014594439217372942
11881,nm0265617,Gerard Fairlie,writer,1.338401413351e-05,0.0005161246765754401,0.0578476723326162,3.408119729008406e-07,1.3632478916033624e-07,0.014594380458824514
6700,nm0601190,Eugene Moore,director,1.8737619786920002e-05,0.00031773667556384,0.0579528318127044,8.81424388441109e-05,3.525697553764436e-05,0.014594362136724819
8902,nm0427520,Arthur V. Jones,writer,3.7475239573850005e-05,0.00061741170210062,0.057689460407984186,3.259642441215119e-05,1.3038569764860478e-05,0.014594235943517702
11635,nm0532173,Walter MacEwen,producer,1.6060816960220003e-05,0.00045322300456084,0.057902594409395186,1.2934499571599626e-06,5.173799828639851e-07,0.014593292920218352
4694,nm0487052,Edgar Lansbury,producer,2.9444831093740002e-05,2.097053299072e-05,0.058127745393264624,0.0001928298824604,7.713195298416e-05,0.014592747659952372
10868,nm0905937,Jack Wagner,writer,2.141442261363e-05,0.0006721254606514201,0.057669300187064454,6.340418750009261e-06,2.5361675000037047e-06,0.014592295122269878
10046,nm0385573,Anthony Hinds,producer,1.8737619786920002e-05,9.841669704734002e-05,0.0582347324282808,1.5434603749465812e-05,6.173841499786325e-06,0.014591830337216132
9290,nm0295438,James K. Friedrich,"producer,writer",2.141442261363e-05,0.00043113766682492005,0.05788825685927901,2.576198781621823e-05,1.0304795126487292e-05,0.014591642734133443
10764,nm0213138,Harold Dearden,writer,2.676802826703e-05,0.00067006744652706,0.05766021293213301,7.357103013793673e-06,2.9428412055174697e-06,0.014591101377485224
7593,nm1343672,Ikku Jippensha,writer,2.141442261363e-05,1.6875101994823344e-05,0.058261742411131495,6.330947224268253e-05,2.532378889707301e-05,0.014590835351995656
9271,nm0918061,Rita Weiman,writer,2.141442261363e-05,0.0006731464872222801,0.05764165222691751,2.631372514709679e-05,1.0525490058838716e-05,0.014590631715475129
8683,nm1354901,Leigh Dunlap,writer,1.6060816960220003e-05,4.171206352178321e-06,0.05830291022701293,3.5644270092985215e-05,1.4257708037194087e-05,0.014589696630104577
8684,nm1058415,Ilyssa Goodman,producer,1.6060816960220003e-05,4.171206352178321e-06,0.05830291022701293,3.5644270092985215e-05,1.4257708037194087e-05,0.014589696630104577
361,nm0849505,Jun'ichirô Tanizaki,writer,8.565769045452e-05,8.57890042375196e-06,0.05613269838729039,0.00213001700052,0.000852006800208,0.014589237994672166
11823,nm0280003,Clyde Fitch,writer,1.338401413351e-05,0.0005748444227552,0.0577646913478565,4.923312573591137e-07,1.969325029436455e-07,0.014588353029000642
11511,nm0877318,Hector Turnbull,writer,1.8737619786920002e-05,0.00065325936845496,0.057677204476456106,1.883008244333361e-06,7.532032977333444e-07,0.014587771118235579
5640,nm0225818,Tony DiDio,producer,2.4091225440330002e-05,3.930372423503988e-06,0.05817797225275293,0.0001401251661363,5.605006645452001e-05,0.014586529754188265
6447,nm0326161,Allan A. Goldstein,director,1.8737619786920002e-05,8.07199973252807e-06,0.05822063269160262,9.791581508188685e-05,3.916632603275474e-05,0.014586339531550988
10336,nm0057456,Barry Barringer,writer,2.676802826703e-05,0.00054294981109722,0.057762312633832975,1.1853014118493495e-05,4.7412056473973985e-06,0.014585970871828929
6065,nm0159124,Leon Chooluck,producer,2.141442261363e-05,8.564275035002e-05,0.05812172399743098,0.0001148013872894,4.5920554915760004e-05,0.014585895639421007
9299,nm0770974,Shawn Schepps,writer,1.8737619786920002e-05,9.728853165724946e-06,0.05828716272369659,2.5615302935661475e-05,1.024612117426459e-05,0.014585311124896225
4821,nm0897358,Bruce Vilanch,writer,1.338401413351e-05,1.3069260264545494e-05,0.0581309573145462,0.0001826736455901,7.306945823604e-05,0.014585021058633588
887,nm0371080,John Hayes,"director,writer",3.7475239573850005e-05,5.637954310836313e-06,0.057176048587616664,0.0011204897227538,0.00044819588910152003,0.014584912876063786
7942,nm1680513,Jonah M. Hirsch,producer,1.338401413351e-05,5.076536500167306e-06,0.05826658266582663,5.368348245767144e-05,2.1473392983068575e-05,0.014584681674729493
11290,nm0357464,David Hamburger,producer,1.070721130681e-05,6.032137823060566e-06,0.05831826213491319,3.139022845710707e-06,1.2556091382842829e-06,0.014584535126722193
4027,nm0702797,Steven Quale,director,1.8737619786920002e-05,3.5154954234215866e-06,0.05806959077642772,0.0002454931990385,9.81972796154e-05,0.01458433427266914
8153,nm0075727,Barry Berman,writer,2.4091225440330002e-05,6.733426862893583e-06,0.058258516021403396,4.766476460745995e-05,1.906590584298398e-05,0.01458425135957852
2624,nm0464286,Eva Kolodner,producer,2.9444831093740002e-05,9.242025349607823e-06,0.057870344903460026,0.0004276778738213,0.00017107114952852,0.01458417740843117
8912,nm0760471,Jeremiah Samuels,producer,1.8737619786920002e-05,4.763183246241559e-06,0.05827787972163555,3.2426981049659496e-05,1.29707924198638e-05,0.014583451876429593
8337,nm0240104,Carl Dudley,"writer,director,producer",2.4091225440330002e-05,0.00029705297846952,0.05796799988979729,4.311411402312816e-05,1.7245645609251266e-05,0.014583064551932567
5355,nm0084646,Emerson Bixby,writer,1.338401413351e-05,2.269591574716e-05,0.05814862922838822,0.0001432050716034,5.7282028641360007e-05,0.01458197855746807
9118,nm0169432,Herman Cohen,"writer,producer",2.4091225440330002e-05,0.00015875889750842001,0.058116105153400495,2.885550408543897e-05,1.1542201634175589e-05,0.01458195269510867
4306,nm0230286,James Dodson,"producer,director",2.141442261363e-05,3.412387645895842e-06,0.0580804107490373,0.0002169825235509,8.679300942036001e-05,0.014580555020711932
7833,nm0696891,Eugene Price,writer,1.070721130681e-05,1.0937784492693351e-05,0.05824359861591692,5.637008675559447e-05,2.254803470223779e-05,0.014580403424618006
7326,nm3313501,Lee Fanning,director,1.6060816960220003e-05,0.00013136861201812,0.058102463911191476,7.129108148570613e-05,2.8516432594282454e-05,0.014580296105413882
7221,nm0695446,Dennis A. Pratt,writer,1.070721130681e-05,7.958087882396483e-06,0.05822627176687904,7.129108148570614e-05,2.8516432594282457e-05,0.01457905703688849
7927,nm0164044,James B. Clark,director,3.2121633920440005e-05,0.00020369316789296002,0.05802595110381819,5.415181271438477e-05,2.166072508575391e-05,0.014578979429586494
5463,nm0366867,Mark Hartley,director,1.338401413351e-05,6.537870532932918e-06,0.05815304888581791,0.0001425770803719,5.703083214876001e-05,0.014578886962714064
3547,nm1030519,Ho-sik Kim,writer,1.6060816960220003e-05,2.037770524036064e-06,0.0580019572438698,0.000295320045057,0.00011812801802280001,0.014578843969102764
9709,nm0464506,James Komack,"writer,director",2.141442261363e-05,5.214181458655512e-06,0.05826496915823796,1.9423994345987795e-05,7.769597738395118e-06,0.014577755439164057
1341,nm0159507,Stephen Chow,"producer,writer,director",3.2121633920440005e-05,1.5322207296493048e-06,0.057474357048226496,0.000800263919802,0.0003201055679208,0.014577068705669646
8983,nm0602104,Jocelyn Moorhouse,"director,writer",2.141442261363e-05,6.6189827048700955e-06,0.05824682335354205,3.1181833362769646e-05,1.2472733345107859e-05,0.01457650964805583
5299,nm0523994,S. Roy Luby,director,6.424326784089e-05,0.00045700797535688,0.05763573111269379,0.0001476384567921,5.905538271684001e-05,0.014576155203170914
1329,nm0104631,Richard Brandes,"producer,director,writer",3.2121633920440005e-05,2.5512005521865053e-06,0.05746219233263918,0.0008061677873167,0.00032246711492668004,0.014575758238607128
1287,nm0832939,Susan A. Stover,producer,1.6060816960220003e-05,2.450186637346e-05,0.057428080135378555,0.0008297584479354,0.00033190337917416004,0.014574600316661909
1595,nm0201976,Sean Dash,writer,2.4091225440330002e-05,3.256687885184115e-06,0.057569497646930035,0.0006999365349452,0.00027997461397808,0.014574195523800187
7495,nm1279593,Stewart Hall,producer,2.676802826703e-05,4.569586987755009e-06,0.05819768487145089,6.71783685726982e-05,2.687134742907928e-05,0.014574050213819594
6583,nm0382375,Andy Heyward,"writer,producer",2.9444831093740002e-05,3.6084936260530465e-06,0.05816912603241522,9.277563563719948e-05,3.711025425487979e-05,0.014573738748193052
4163,nm0831720,Andrew L. Stone,director,2.676802826703e-05,0.00038328261726168,0.05765349810589194,0.0002308084239647,9.232336958588001e-05,0.014573589293846338
8749,nm0293375,Douglas Freeman,producer,1.070721130681e-05,9.090986430622e-05,0.05815425436353837,3.5360703185004034e-05,1.4144281274001613e-05,0.0145728080355841
5205,nm0918907,Andy Weiss,"producer,writer",2.676802826703e-05,5.896681551061379e-06,0.058101260579618064,0.0001544345731639,6.177382926556001e-05,0.014572089965650013
9101,nm1933573,Bic Tran,producer,2.4091225440330002e-05,3.8030610792346646e-06,0.05822868884783826,2.9116616888238185e-05,1.1646646755295275e-05,0.014571424937811515
10794,nm0662342,Jefferson Parker,writer,2.4091225440330002e-05,0.00059074774707706,0.05766376847341266,7.059293151339442e-06,2.8237172605357772e-06,0.014571416684770348
7858,nm0104942,Johannes Brandt,writer,2.4091225440330002e-05,0.00044030750054626006,0.057765087819241286,5.576400465055822e-05,2.230560186022329e-05,0.014571312637469608
4697,nm0075849,Shari Springer Berman,director,3.7475239573850005e-05,3.117429491120219e-06,0.058051966863709406,0.0001925289483681,7.701157934724001e-05,0.014571272120285618
3621,nm2719270,Kent Jones,"director,writer",2.676802826703e-05,2.4480448454020002e-05,0.057946048663609674,0.0002867033363659,0.00011468133454636001,0.014571000119174156
12012,nm0492626,Anthony Lawrence,writer,1.070721130681e-05,0.000355042539935,0.057918134772076614,4.7223995239159423e-08,1.8889598095663772e-08,0.014570982936828417
