,nconst,name,roles,Degree centrality,Eigenvector centrality,Closeness centrality,Betweenness centrality,CineMAC rank
2300,nm0304321,Paul Gangelin,writer,8.833449328122e-05,0.00282961441160918,0.06600268207947423,0.00019743143467728004,0.017279515604760477
990,nm0300866,Stephen Gaghan,"writer,director",5.621285936077e-05,0.00011732468912344001,0.06853583061889247,0.00040864572198744,0.01727950347234103
959,nm0493369,J.F. Lawton,"writer,director",6.692007066759e-05,4.9341407187300005e-05,0.06857994964187059,0.00042147426026968,0.01727942134499879
1083,nm0638913,Ron Nyswaner,"writer,director",5.8889662187480005e-05,0.0003069709171158,0.06836436299834292,0.00038111531675976004,0.01727783472360149
2662,nm0090840,DeWitt Bodeen,writer,4.8182450880660004e-05,0.00179096126568504,0.06710199004975122,0.00016967455255664,0.017277702079718387
1605,nm0542539,Tom Mankiewicz,"writer,director",6.156646501418001e-05,0.00055034326716726,0.06820867338255435,0.00027785605643044,0.017274609792791554
6541,nm0556945,Sarah Y. Mason,writer,8.298088762781001e-05,0.00428889833999566,0.06468675782240768,3.778904052156624e-05,0.01727410652263818
4047,nm0704792,David Rabe,writer,2.9444831093740002e-05,0.00019130445191074003,0.06877160297109798,9.708856439792e-05,0.017272360204625095
906,nm0563301,Craig Mazin,"writer,director",8.298088762781001e-05,9.351150399356e-05,0.06845722745056572,0.00043995610189992006,0.017268418986021754
1214,nm0223320,Peter Dexter,writer,5.8889662187480005e-05,0.0001007852068617,0.06855927923231073,0.00034991619061168,0.017267217572992898
3022,nm0280463,George Fitzmaurice,director,0.00013651694416189,0.005024502539131521,0.06376005697056014,0.00014451305261052,0.01726639737661602
2746,nm0115310,William Broyles Jr.,writer,7.495047914770001e-05,0.00014241004973076,0.06868180742457504,0.00016249930255608,0.017265416814002392
7424,nm0921995,Claudine West,writer,8.298088762781001e-05,0.005006974220524721,0.0639397691962895,2.782153259214671e-05,0.017264386459258547
3783,nm0402848,Ian McLellan Hunter,writer,6.959687349429e-05,0.0029539787148183203,0.06592254911175861,0.00010957380765596,0.017263924626931795
5964,nm0413711,Joseph Jackson,writer,6.424326784089e-05,0.00404069078128946,0.06489725103134517,4.794680511116e-05,0.01726253297139667
2865,nm0190516,James Cruze,director,0.00011242571872155002,0.00439545022413562,0.06438144487622775,0.00015427956526936,0.017260900096088574
1635,nm0338396,Walon Green,"writer,director",8.565769045452e-05,0.00011511118814923999,0.06856598178352044,0.0002733417042572,0.017260023091595352
851,nm0562645,Les Mayfield,"director,producer",6.424326784089e-05,0.00028811177956808003,0.06819706668827484,0.00046224138724411997,0.01725291578073198
2295,nm0001219,Gary Fleder,director,6.424326784089e-05,8.182942761756e-05,0.06866555707851967,0.00019821372098032002,0.01725246087373961
4484,nm0430756,Julien Josephson,writer,9.101129610792e-05,0.00406144454714616,0.06475992613111725,8.494140798588e-05,0.017249330845589304
2117,nm0569606,Monica Mcgowan Johnson,writer,5.621285936077e-05,0.00015037048143826,0.06856430602285965,0.00021512527521004002,0.01724650365971718
1030,nm0005436,John Singleton,"director,producer",6.156646501418001e-05,9.725510994e-05,0.06842661549969105,0.00039754458323592,0.017245745414470288
2034,nm0313434,George W. George,"writer,producer,director",5.8889662187480005e-05,0.0014698262397818,0.06722580335961276,0.00022384528651344,0.017244591137023868
5855,nm0297190,Daniel Fuchs,writer,7.2273676321e-05,0.0032370918115988603,0.06561520590023856,5.032499786632e-05,0.017243724096506187
6519,nm0236418,Laird Doyle,writer,7.2273676321e-05,0.004227548506513821,0.06463608506324445,3.8067081580094513e-05,0.01724349358191484
352,nm0881038,Ron Underwood,director,7.2273676321e-05,0.00017638594587528002,0.06784795840219275,0.00086350575009872,0.017240030943621937
711,nm0142286,D.J. Caruso,"producer,director",0.00011777932437496001,6.691517092318001e-05,0.06824296382787222,0.0005315262996648,0.017239796155708788
4775,nm0396876,Norman Houston,"writer,director",9.904170458804e-05,0.004170934923149141,0.06460730653196894,7.443698339184001e-05,0.01723793003577449
1402,nm0226889,Robert Dillon,writer,7.495047914770001e-05,0.0003433881767106,0.06821530755327168,0.00031268195625796,0.017236582041346985
2593,nm0921288,Alfred L. Werker,director,0.00011242571872155002,0.0031980874596885204,0.06546260646365651,0.00017277935795124,0.017236474750004453
1777,nm0725009,Maurice Richlin,writer,7.495047914770001e-05,0.0007435373561870801,0.06786874934479503,0.00025483421251232,0.017235517848160534
2362,nm0127511,Christy Cabanne,director,0.000144547352642,0.0037725158676269,0.06482776682277543,0.00019129625858748002,0.01723403157540795
1665,nm0213100,William Dear,"director,writer",6.156646501418001e-05,0.00051575417062026,0.06808837687185999,0.00027038032305268,0.01723401945763678
1167,nm0853028,Ray Taylor,director,0.00021949783178971,0.00334511033515102,0.06501154823609381,0.00035923177549932004,0.017233847044633467
4057,nm0064305,D.D. Beauchamp,writer,9.636490176133001e-05,0.00333413735398916,0.06540461147506584,9.675311146252e-05,0.017232966710569713
1781,nm0003160,Christopher McQuarrie,"writer,director,producer",9.636490176133001e-05,9.04652588277e-05,0.06849065355913443,0.00025435089587748,0.017232958653900236
3193,nm0414608,Robert Nelson Jacobs,writer,5.621285936077e-05,8.513437970036001e-05,0.06863867684478371,0.00013903710066748003,0.01722976529612808
4666,nm0928208,Fred M. Wilcox,director,6.156646501418001e-05,0.00251525276267204,0.0662635519758131,7.819408583240002e-05,0.01722964132233293
354,nm0384335,Jack Hill,"director,writer",8.298088762781001e-05,0.00034506386721826004,0.06762878976592443,0.0008614444332568401,0.017229569738506832
5282,nm0001415,Elia Kazan,"director,writer",8.833449328122e-05,0.00338906453623508,0.06537412905180245,5.9582850495400004e-05,0.017227777732953538
7491,nm0187582,James Cresson,"writer,producer",2.9444831093740002e-05,0.0006736457193262201,0.06817828327014677,2.6920345955726922e-05,0.017227073541630614
5288,nm0245213,Julien Duvivier,"director,writer",6.156646501418001e-05,0.0035170318605555403,0.06526766396017028,5.93614987524e-05,0.0172264059461231
1843,nm0218626,Albert DeMond,writer,0.00017399218373574,0.00383551496963016,0.06464750433994437,0.00024581157574352,0.017225705767263448
1445,nm0188165,Michael Cristofer,"director,writer",7.762728197440001e-05,0.00010193012634018,0.0684154906678806,0.00030538625424732,0.017225108582610622
3433,nm0083900,Samuel Bischoff,"producer,director",9.368809893463001e-05,0.0032715540551083405,0.0654000372995151,0.00012431267163396002,0.01722239803129801
6349,nm0031019,Stuart Anthony,writer,9.101129610792e-05,0.00409910665761732,0.06465843090255369,4.079469926044e-05,0.017222335888884843
657,nm0629334,McG,"director,producer",0.00010171850741473999,0.00018243558516968002,0.068027837726424,0.0005685517479766,0.017220135891746254
1219,nm0781842,Peter Segal,director,9.368809893463001e-05,0.00010181826077096,0.06833549853848651,0.00034816242692924,0.017219791831280338
541,nm0751080,Chuck Russell,"director,writer,producer",9.101129610792e-05,7.285365935796e-05,0.06807295668702228,0.00064154588297168,0.01721959188136496
332,nm0089502,Albert Pyun,director,0.00012580973285507,8.990146000406e-05,0.0677649218580159,0.00089729765129156,0.017219482675541645
299,nm0180022,Julie Corman,"producer,writer",0.00011777932437496001,0.00010846794986536001,0.06769406484512616,0.00095690296641688,0.017219303771445843
2250,nm0828342,Dana Stevens,writer,4.282884522726e-05,5.1915854999260004e-05,0.06858050847457625,0.00020030224289328,0.017218888854424012
518,nm0577477,Ib Melchior,"writer,director",6.692007066759e-05,0.00027697692039516,0.06786874934479503,0.0006628764019788,0.017218880684459148
