,nconst,name,roles,measure
169,nm0580648,Bess Meredyth,writer,0.0019540660634937627
170,nm0798103,Stirling Silliphant,writer,0.0019540660634937627
171,nm0375500,Sam Hellman,writer,0.0019540660634937627
172,nm0001708,Joel Schumacher,"director,writer",0.001927298035226725
173,nm0101115,William Bowers,writer,0.001927298035226725
174,nm0188669,John Cromwell,director,0.001927298035226725
175,nm0005086,Kathleen Kennedy,producer,0.001927298035226725
176,nm0448981,Charles Kenyon,writer,0.001927298035226725
177,nm0840042,A. Edward Sutherland,director,0.001927298035226725
178,nm0004799,Mark Canton,producer,0.0019005300069596873
179,nm0271479,Eric Fellner,producer,0.0019005300069596873
180,nm0002170,Ashok Amritraj,producer,0.0019005300069596873
181,nm0787834,Michael Shamberg,producer,0.0019005300069596873
182,nm0662748,Walter F. Parkes,"producer,writer,director",0.0019005300069596873
183,nm0001707,Paul Schrader,"director,writer",0.0019005300069596873
184,nm0619211,Masaichi Nagata,producer,0.0019005300069596873
185,nm0291548,Sidney Franklin,"director,producer",0.0019005300069596873
186,nm0267868,Joseph Farnham,writer,0.0019005300069596873
187,nm0938439,P.J. Wolfson,"director,writer",0.0019005300069596873
188,nm0001353,Walter Hill,"director,producer,writer",0.0018737619786926493
189,nm0330379,Lawrence Gordon,producer,0.0018737619786926493
190,nm0001008,Frank Capra,"director,writer,producer",0.0018737619786926493
191,nm0000118,John Carpenter,"director,writer",0.0018737619786926493
192,nm0097648,Frank Borzage,director,0.0018737619786926493
193,nm0003226,Kenji Mizoguchi,"director,writer",0.0018737619786926493
194,nm0873707,Lamar Trotti,writer,0.0018737619786926493
195,nm0504344,Sol Lesser,producer,0.0018737619786926493
196,nm0710723,Samson Raphaelson,writer,0.0018737619786926493
197,nm0711840,Brett Ratner,"director,producer",0.0018469939504256116
198,nm0795682,Lauren Shuler Donner,producer,0.0018469939504256116
199,nm0627087,Kurt Neumann,"director,writer",0.0018469939504256116
200,nm0083125,Claude Binyon,"director,writer",0.0018469939504256116
201,nm0896542,King Vidor,"director,writer",0.0018469939504256116
202,nm0742347,Tom Rosenberg,producer,0.0018202259221585736
203,nm0001175,Blake Edwards,"director,writer",0.0018202259221585736
204,nm0631438,William Nigh,director,0.0018202259221585736
205,nm0936404,Robert Wise,director,0.0018202259221585736
206,nm0562845,Archie Mayo,director,0.0018202259221585736
