,nconst,name,roles,measure
98,nm0000361,Brian De Palma,director,0.25263176853044206
99,nm0001628,Sydney Pollack,"producer,director",0.2523114005108465
100,nm0001149,Richard Donner,"director,producer",0.25221159378596086
101,nm0000175,Stephen King,"writer,director",0.25181767588819276
102,nm0003418,Rob Cohen,"director,producer,writer",0.2517589202383516
103,nm0000519,David Mamet,"writer,director",0.25104025914756917
104,nm0000338,Francis Ford Coppola,"producer,director,writer",0.2509751297190911
105,nm0000631,Ridley Scott,"director,producer",0.25076425264136437
106,nm0000217,Martin Scorsese,"director,producer,writer",0.250560442995579
107,nm0662748,Walter F. Parkes,"producer,writer,director",0.2503033547466096
108,nm0001465,Elmore Leonard,writer,0.2502252151808411
109,nm0000231,Oliver Stone,"writer,director,producer",0.24986640065552745
110,nm0710388,Martin Ransohoff,"producer,writer",0.24902357619656298
111,nm0005387,Joe Roth,"producer,director",0.24895065179387518
112,nm0558577,Richard Matheson,writer,0.2489462335057813
113,nm0001379,John Huston,"director,writer",0.24875860112080583
114,nm0001708,Joel Schumacher,"director,writer",0.2483665917098996
115,nm0001873,Steven Zaillian,"director,writer",0.24807010407731964
116,nm0113360,David Brown,producer,0.24785969872332905
117,nm0798103,Stirling Silliphant,writer,0.24783561256581504
118,nm0587518,John Milius,"writer,director,producer",0.24780058651026393
119,nm0550881,Frank Marshall,"director,producer",0.24766932692986793
120,nm0330379,Lawrence Gordon,producer,0.24763653375938988
121,nm0000988,Jerry Bruckheimer,producer,0.24757097346382273
122,nm0953123,Darryl F. Zanuck,"producer,writer,director",0.2475185502157207
123,nm0001707,Paul Schrader,"director,writer",0.24729599887168005
124,nm0001469,Barry Levinson,"director,writer,producer",0.24706731954768027
125,nm0199733,Sean Daniel,producer,0.24700423501237045
126,nm0000600,Sam Raimi,"producer,director,writer",0.24689771707179695
127,nm0001317,Renny Harlin,"director,producer",0.24686295559740237
128,nm0005086,Kathleen Kennedy,producer,0.2468195175168482
129,nm0224537,Moshe Diamant,"producer,writer",0.24672400752818674
130,nm0765091,Alvin Sargent,writer,0.24612442206293922
131,nm0241416,Alexandre Dumas,writer,0.2458311061260614
132,nm0874308,Dalton Trumbo,"writer,director",0.24580310517646234
133,nm0503592,Avi Lerner,producer,0.24572774970000089
134,nm0211823,Steven E. de Souza,"writer,director",0.24555998074313976
135,nm0291082,Scott Frank,"director,writer",0.24523370368104058
136,nm0725379,W.D. Richter,"writer,director",0.24523155999230756
137,nm0049721,John L. Balderston,writer,0.2451758372369433
138,nm0001060,Chris Columbus,"director,writer,producer",0.2451736945597553
139,nm0000581,Joseph L. Mankiewicz,"writer,director,producer",0.24507945382592666
140,nm0000436,Curtis Hanson,"director,producer,writer",0.24499384327869425
141,nm0378893,Stephen Herek,director,0.24498742489870057
142,nm0209569,Dino De Laurentiis,producer,0.24487836386966125
143,nm0920229,H.G. Wells,writer,0.24486553954385568
144,nm0236279,Arthur Conan Doyle,writer,0.24471815628325685
145,nm0000824,John Badham,director,0.24471602159823447
146,nm0744839,Eric Roth,writer,0.24467333571721364
147,nm0851537,Norman Taurog,director,0.24457734691030827
148,nm0000590,Edgar Allan Poe,writer,0.24446652026909269
149,nm0697115,Richard Price,writer,0.24441966230462284
150,nm0000341,Michael Crichton,"writer,director",0.24441540338037987
151,nm0713128,David Rayfiel,writer,0.24434728077204473
152,nm0834338,Wesley Strick,writer,0.2441813908956393
153,nm0517589,John Logan,writer,0.24407304617151407
154,nm0001716,Tony Scott,"director,producer",0.24401360366707547
155,nm0153590,Robert Chartoff,producer,0.24388844455263067
156,nm0548257,Laurence Mark,producer,0.24377188637765787
157,nm0524342,Gary Lucchesi,producer,0.24376764999782768
158,nm0326512,Steve Golin,producer,0.24373588184187664
159,nm0831290,Bram Stoker,writer,0.24366602103654034
160,nm0465199,Lawrence Konner,"writer,producer",0.24358985490887305
161,nm0742797,Mark Rosenthal,"writer,director",0.2435877398628115
162,nm0332184,Alfred Gough,"producer,writer",0.24353487564564436
163,nm0802561,Curt Siodmak,"writer,director",0.24353276155422063
164,nm0513165,Art Linson,"producer,writer,director",0.24341865509761387
165,nm0605775,Neal H. Moritz,producer,0.24330465551932284
166,nm0000265,Robert Altman,"director,producer,writer",0.24319287082708463
167,nm0612529,Charles Mulvehill,producer,0.2431886545479763
168,nm0415979,Don Jakoby,writer,0.24310857301316324
169,nm0053388,Gary Barber,producer,0.24310646631657395
170,nm0001382,Peter Hyams,"director,writer",0.243079082583116
171,nm0001300,John Grisham,writer,0.24306223412089864
172,nm0639321,Dan O'Bannon,"writer,director",0.24296540077079634
173,nm0001239,John Frankenheimer,director,0.24290018701946386
174,nm0592387,Walter Mirisch,producer,0.24279717858842875
175,nm0000165,Ron Howard,"director,producer",0.24274465691788527
176,nm0263172,Robert Evans,producer,0.24262499243256333
177,nm0000318,Tim Burton,"producer,director,writer",0.24257464267494444
178,nm0000041,Akira Kurosawa,"writer,director",0.2422708901861895
179,nm0106840,Martin Bregman,producer,0.24224369435881493
180,nm0783913,Lorenzo Semple Jr.,writer,0.24215796288303842
181,nm0791217,Mary Shelley,writer,0.24212034383954154
182,nm0000399,David Fincher,director,0.2420827364824051
183,nm0002137,Arthur Hiller,director,0.242068114553942
184,nm0002030,George Cukor,director,0.24204931752687617
185,nm0123194,Edgar Rice Burroughs,writer,0.24204514080618442
186,nm0318429,David Giler,"producer,writer,director",0.24194702934860415
187,nm0365390,Timothy Harris,"writer,producer",0.24180522155853781
188,nm0000709,Robert Zemeckis,"writer,director,producer",0.24170938698143282
189,nm0829044,Robert Louis Stevenson,writer,0.24170522198385416
190,nm0366337,James V. Hart,writer,0.2416885634288176
191,nm0795682,Lauren Shuler Donner,producer,0.24168023501236227
192,nm0000455,John Hughes,"writer,director,producer",0.24164692708557647
193,nm0001328,Howard Hawks,"director,writer",0.24163027656477437
194,nm0000520,Michael Mann,"director,producer,writer",0.24163027656477437
195,nm0000118,John Carpenter,"director,writer",0.2416219521648135
196,nm0002031,Michael Curtiz,director,0.24155121791615364
197,nm0256542,Randall Emmett,producer,0.24150339175648222
198,nm0744429,Terry Rossio,writer,0.24132265528898675
199,nm0422484,Norman Jewison,"director,producer",0.24124172327801185
200,nm0001338,Brian Helgeland,"writer,director",0.24115877245766354
201,nm0270809,Buzz Feitshans,producer,0.2410240989733236
202,nm0814085,Stephen Sommers,"director,writer",0.24097234152207525
203,nm0522454,H.P. Lovecraft,writer,0.24087923410466663
204,nm0505615,Ira Levin,writer,0.24087509766715035
205,nm0117290,Ian Bryce,producer,0.2408130681476776
206,nm0004170,Bob Kane,writer,0.24078826528422698
207,nm0401738,Cyril Hume,writer,0.2407841319703719
208,nm0440990,Elliott Kastner,producer,0.24076760013388374
209,nm0698493,Pat Proft,"writer,director",0.24071595277320154
210,nm0006904,Tony Gilroy,"writer,director,producer",0.24059002615668282
211,nm0000568,Frank Oz,director,0.24052814335319586
212,nm0795953,Ronald Shusett,writer,0.24044568245125347
213,nm0711840,Brett Ratner,"director,producer",0.24043950016284132
214,nm0000953,Peter Bogdanovich,"director,writer",0.24032827330980366
215,nm0000881,Michael Bay,"director,producer",0.2402994535144673
216,nm0894523,Jules Verne,writer,0.24026446733982512
217,nm0746273,Charles Roven,producer,0.24024594937142466
218,nm0878494,Mark Twain,writer,0.24018013081743775
219,nm0587692,Miles Millar,writer,0.2400403860633856
220,nm0742347,Tom Rosenberg,producer,0.23995210195441133
221,nm0878638,David Twohy,"director,writer",0.23993363210290444
222,nm1334526,Simon Kinberg,"producer,writer,director",0.2399151650945413
223,nm0891554,Francis Veber,"writer,director",0.23987208646134378
224,nm0090151,Jeffrey Boam,writer,0.2398413254794005
225,nm0718466,Dean Riesner,"director,writer",0.23968149546763265
226,nm0861703,Richard Thorpe,director,0.23962826612455476
227,nm0696299,Edward R. Pressman,producer,0.23953005865728605
228,nm0000697,Billy Wilder,"writer,director",0.23951574346014617
229,nm0916139,James R. Webb,writer,0.23943601867420009
230,nm0918339,Herschel Weingrod,"writer,producer",0.23937677053824363
231,nm0755266,William Sackheim,"writer,producer",0.23934001057894108
232,nm0883603,David Valdes,producer,0.23933592683592683
233,nm0854185,Miguel Tejada-Flores,"writer,producer",0.23921755887920595
234,nm0926824,Douglas Wick,"producer,writer",0.23916453537936913
235,nm0001140,Philip K. Dick,writer,0.2391441479839741
236,nm0001410,Lawrence Kasdan,"director,writer,producer",0.2391359939990112
237,nm0254645,Ted Elliott,writer,0.23913395558965178
238,nm0732708,James G. Robinson,producer,0.23894860569306509
239,nm0228908,Leslie Dixon,"writer,producer",0.2388224878264719
240,nm0060103,Ron Bass,writer,0.2388123228316294
241,nm0001880,Edward Zwick,"director,producer",0.23877167150383427
242,nm0287759,David Foster,producer,0.2387655749982978
243,nm0069547,Jerry Belson,"writer,director,producer",0.23869244120750094
244,nm0002089,Sidney J. Furie,"writer,director",0.23869041035283708
245,nm0009190,J.J. Abrams,"producer,writer,director",0.23863559033684928
246,nm0455510,Dorothy Kingsley,writer,0.23862747099452214
247,nm0079677,Tim Bevan,producer,0.23862138185034917
248,nm0498278,Stan Lee,writer,0.23862138185034917
249,nm0006889,Herbert Ross,director,0.2386132634748365
250,nm0280234,F. Scott Fitzgerald,writer,0.2383740196619905
251,nm0002340,Stuart Gordon,"writer,director",0.23830922265356225
252,nm0636002,Edmund H. North,writer,0.23830314974007
253,nm0005036,Gale Anne Hurd,"producer,writer",0.23826469514111243
254,nm0472256,Scott Kroopf,producer,0.23826267155863567
255,nm0425741,Mark Johnson,producer,0.23823029891304348
256,nm0001752,Steven Soderbergh,"director,writer,producer",0.23821411588886623
257,nm0002653,Joe Johnston,director,0.23818782316332854
258,nm0582481,Tim Metcalfe,"writer,director",0.2381676019390276
259,nm0776646,Martha De Laurentiis,producer,0.2380766489018636
260,nm0001532,John McTiernan,director,0.2380503865115529
261,nm0759627,Elie Samaha,producer,0.23803422792027626
262,nm0225146,Lorenzo di Bonaventura,producer,0.23801403276574445
263,nm0001243,William Friedkin,director,0.23800797488758801
264,nm0472567,Ehren Kruger,writer,0.23799989819637918
265,nm0787834,Michael Shamberg,producer,0.23797567141136353
266,nm0836328,John Sturges,director,0.23796961548575354
267,nm0000948,Shane Black,"director,writer",0.23795346785753665
268,nm0004927,Beau Flynn,producer,0.23793934048039084
269,nm0000233,Quentin Tarantino,"writer,director,producer",0.23792925052370897
270,nm0909825,Raoul Walsh,director,0.23791310837283852
271,nm0001175,Blake Edwards,"director,writer",0.2379050381187405
272,nm0909259,Hal B. Wallis,producer,0.23789696841212635
273,nm0496468,Charles Lederer,writer,0.2378767965404672
274,nm0622288,Jeff Nathanson,"writer,director",0.23783041421522916
275,nm0006916,Michael Ritchie,"director,writer,producer",0.23780420611845285
276,nm0906048,Paula Wagner,producer,0.23768533423705837
277,nm0000184,George Lucas,"director,writer",0.2376732522281338
278,nm0109359,Steven Brill,"writer,director",0.23765311827592633
279,nm0001129,Jonathan Demme,"producer,writer,director",0.23765110506832024
280,nm0169540,Larry Cohen,"director,writer",0.23763902653892743
281,nm0562606,Wendell Mayes,writer,0.23761487316308813
282,nm0000914,Robert Benton,"director,writer",0.23760481070551367
283,nm0001603,Sam Peckinpah,"director,writer",0.23755048815803959
284,nm0521739,David Loughery,writer,0.2375183087382422
285,nm0001102,Joe Dante,"director,writer",0.23733946972132453
286,nm0329084,Gregory Goodman,producer,0.2373334461317203
287,nm0467942,Jim Kouf,"writer,producer,director",0.23732943057517744
288,nm0006894,Michael De Luca,"producer,writer",0.23731537719728626
289,nm0957205,Laura Ziskin,"producer,writer",0.2373113622521486
290,nm0330428,Mark Gordon,producer,0.23728727543390737
291,nm0393094,Ishirô Honda,"director,writer",0.23726319350473613
292,nm0704164,Gene Quintano,"writer,director",0.23716089981486335
293,nm0459067,Harry Kleiner,writer,0.23714285714285716
294,nm0075825,Pandro S. Berman,producer,0.23709475676954803
295,nm0465745,Arnold Kopelson,producer,0.23702464535861237
296,nm0850168,Daniel Taradash,writer,0.23700061670510514
297,nm0536941,John Lee Mahin,writer,0.23695057265448158
298,nm0796950,Jerry Siegel,writer,0.23690255024489107
299,nm0268513,John Farrow,"director,writer",0.23687854633882735
300,nm0425913,Nunnally Johnson,"writer,director",0.23687654623289117
301,nm0637518,Phillip Noyce,director,0.23683855063654477
302,nm0279651,Lucy Fisher,producer,0.23671664711888146
303,nm0000247,John Woo,"director,writer,producer",0.23671664711888146
304,nm0537363,Richard Maibaum,"producer,writer",0.23670865782967845
305,nm0523324,Hunt Lowry,producer,0.23666472637697297
306,nm0235066,Gordon Douglas,"director,writer",0.23666472637697297
307,nm0140826,Gordon Carroll,producer,0.23661681974983764
308,nm0235683,Nancy Dowd,writer,0.23659287370862322
309,nm0001587,Alan J. Pakula,"director,producer",0.2365489852188504
310,nm0626883,Mace Neufeld,producer,0.23653502411385788
311,nm0000127,Wes Craven,"director,writer",0.23652704707945502
312,nm0122446,W.R. Burnett,writer,0.23651707654304335
313,nm0224634,I.A.L. Diamond,writer,0.2365110946246712
314,nm0149556,Ceán Chaffin,producer,0.23639151976810813
315,nm0276059,Ted Field,producer,0.23636164494359302
316,nm0936404,Robert Wise,director,0.23636164494359302
317,nm0077159,Walter Bernstein,"writer,director",0.23634173258860497
318,nm0454004,Sidney Kimmel,producer,0.23632381433746105
319,nm0001566,Mike Nichols,"director,producer",0.2362223288790091
320,nm0531827,Laurie MacDonald,producer,0.23620641749951587
321,nm0287811,Gary Foster,producer,0.23618851975955144
322,nm0001094,Roald Dahl,writer,0.23615273241523282
323,nm0672015,Zak Penn,"writer,producer",0.23615273241523282
324,nm0004675,Phil Alden Robinson,"writer,director",0.23608119025178403
325,nm0001226,James Foley,director,0.23606132512074857
326,nm0628352,Robert F. Newmyer,producer,0.23605933879151486
327,nm0240797,Dennis Dugan,director,0.23604940764674207
328,nm0718645,Ivan Reitman,"director,writer,producer",0.23604742151806074
329,nm0215269,Fred Dekker,"writer,director",0.23602557630826182
330,nm0859029,Jim Thomas,writer,0.23600969142241815
331,nm0226189,William Dieterle,director,0.23600572053503827
332,nm0307257,Brian Garfield,writer,0.23597991302372923
333,nm0000814,John G. Avildsen,director,0.23596800376822077
334,nm0275286,David S. Goyer,"writer,director",0.23596601900916814
335,nm0202681,Delmer Daves,"director,writer",0.23590252434368747
336,nm0731679,William Roberts,writer,0.23581725717648047
337,nm0442241,Philip Kaufman,"director,writer",0.23580932848052855
338,nm0850895,Frank Tashlin,"writer,director",0.23580338230844233
339,nm0920216,George Wells,"writer,producer",0.2357974364362261
340,nm0001508,Penny Marshall,"director,producer",0.2357538425338454
341,nm0742772,Jane Rosenthal,producer,0.23574591810152856
342,nm0721817,Kevin Reynolds,"director,writer",0.2357419560851407
343,nm0001361,Tobe Hooper,"director,writer",0.23573601331025326
344,nm0907003,Jerry Wald,"producer,writer",0.23570630392955866
345,nm0859049,John Thomas,writer,0.23568650183565626
346,nm0215877,Roy Del Ruth,director,0.235607326721032
347,nm0877274,Lawrence Turman,producer,0.23556775910858083
348,nm0151452,Raymond Chandler,writer,0.23556380307826658
349,nm0931783,Tennessee Williams,writer,0.23555193578451541
350,nm0488057,Ring Lardner Jr.,writer,0.23550447856417317
351,nm0941280,Cornell Woolrich,writer,0.23549064047679005
352,nm0001294,Graham Greene,writer,0.2354847103657257
353,nm0499626,Ernest Lehman,"writer,director",0.2354372802269275
354,nm0004799,Mark Canton,producer,0.23542345003524554
355,nm0002120,Lasse Hallström,director,0.23533852877767245
356,nm0000484,John Landis,"director,writer",0.2353345804427518
357,nm0001756,Barry Sonnenfeld,"director,producer",0.2353306322403134
358,nm0276169,Tom Holland,"director,writer",0.2352951043789682
359,nm0378144,Jonathan Hensleigh,"writer,director",0.23528918411164787
360,nm0224145,Denise Di Novi,producer,0.23527931766146415
361,nm0829330,Donald Ogden Stewart,writer,0.2352319702165838
362,nm0241949,David Duncan,writer,0.23521027567241265
363,nm0295375,Stephen J. Friedman,"producer,writer",0.235166898586685
364,nm0002417,Daniel Pyne,"writer,director",0.23513536166289498
365,nm0748022,Bruce Joel Rubin,"writer,director",0.23511368493391774
366,nm0018735,Scott Alexander,"writer,producer,director",0.2350998927326361
367,nm0591486,Vincente Minnelli,director,0.2350861021494113
368,nm0303032,George Gallo,"writer,director",0.2350801923947108
369,nm0002545,Preston Sturges,"writer,director",0.2350801923947108
370,nm0943758,William Wyler,director,0.23507625272331154
371,nm0525059,Tony Ludwig,producer,0.23507625272331154
372,nm0001053,Ethan Coen,"director,writer",0.23506837377664566
373,nm0001054,Joel Coen,"director,writer",0.23506837377664566
374,nm0688117,James Poe,writer,0.23503883242989637
375,nm0628305,Walter Newman,writer,0.2350191423233838
376,nm0000816,Jon Avnet,"producer,director",0.23496796348255788
377,nm0467646,Ted Kotcheff,director,0.23496402757188203
378,nm0436543,Robert Mark Kamen,"writer,producer",0.23490303781357805
379,nm0496746,J. Lee Thompson,director,0.23485584167699158
380,nm0377750,Buck Henry,"writer,director",0.23484994349336571
381,nm0454771,Henry King,director,0.23482045701849838
382,nm0542970,Stanley Mann,writer,0.23475954176115682
383,nm0006388,David O. Selznick,"writer,producer,director",0.23475561282980342
384,nm0416556,Henry James,writer,0.2347418626056397
385,nm0796923,Don Siegel,director,0.2347124032629157
386,nm0933505,Hugh Wilson,"director,writer,producer",0.2347006215960713
387,nm0000406,John Ford,"director,producer",0.23467706181039458
388,nm0368871,Henry Hathaway,director,0.23465939507494646
389,nm0795975,Joe Shuster,writer,0.23465939507494646
390,nm0000887,Harold Becker,director,0.2346574322685336
391,nm0008953,Marc Abraham,"producer,director",0.23460444890449908
392,nm0550892,George Marshall,director,0.23459071638221546
393,nm0077000,Armyan Bernstein,"producer,writer,director",0.23458875472455432
394,nm0101115,William Bowers,writer,0.2345534504957945
395,nm0209773,Donald De Line,producer,0.2344965938061604
396,nm0242897,Philip Dunne,"writer,director",0.23444760153769012
397,nm0696319,Jay Presson Allen,writer,0.23442017480822902
398,nm0030019,Edward Anhalt,writer,0.23440646384973388
399,nm0491306,Arthur Laurents,writer,0.23435163605075643
400,nm0532030,Ranald MacDougall,"writer,director",0.23429683389428496
401,nm0589316,Seton I. Miller,writer,0.23429487714844077
402,nm0918463,Paula Weinstein,producer,0.23428900710700595
403,nm0664990,Joe Pasternak,producer,0.2342831373597007
404,nm0285302,Bryan Forbes,"writer,director",0.23423423423423423
405,nm0772259,John Schlesinger,director,0.23421858954557218
406,nm0425756,Mark Steven Johnson,"writer,director,producer",0.23421076798490578
407,nm0312205,Larry Gelbart,writer,0.23419708151066884
408,nm0255278,James Ellroy,writer,0.23416580414677307
409,nm0797012,Sol C. Siegel,producer,0.23414821430061847
410,nm0922799,Donald E. Westlake,writer,0.23412476528270396
411,nm0456158,Jack Kirby,writer,0.2340954606141522
412,nm0503693,Gaston Leroux,writer,0.23406421038579628
413,nm0006854,Roger Spottiswoode,"writer,director",0.2340622575235489
414,nm0000390,Joe Eszterhas,writer,0.23405639913232104
415,nm0791084,Sidney Sheldon,"writer,director",0.23405054103434755
416,nm0274905,Michael Ferris,writer,0.23403882571807558
417,nm0503777,Mervyn LeRoy,"director,producer",0.23402906385037622
418,nm0001661,Rob Reiner,director,0.23401539860361525
419,nm0394280,Stephen Hopkins,director,0.23398807289711832
420,nm0644823,Hideo Oguni,writer,0.23397636383349596
421,nm0908624,Edgar Wallace,writer,0.23394514539222963
422,nm0002170,Ashok Amritraj,producer,0.23394319451625278
423,nm0330077,Charles Gordon,producer,0.23389053316103214
424,nm0064181,Stuart Beattie,"writer,director",0.2338651861484853
425,nm0628058,David Newman,writer,0.2338651861484853
426,nm0001203,William Faulkner,writer,0.23385543876028442
427,nm0400403,Roy Huggins,writer,0.23381450860114683
428,nm1615610,Allan Loeb,writer,0.2337541140690747
429,nm0935382,Michael Winner,director,0.2337541140690747
430,nm0297209,Fred Fuchs,producer,0.23374048091183283
431,nm0085542,Todd Black,producer,0.23358673116793366
432,nm0002042,Charles Dickens,writer,0.23357117285132672
433,nm0298807,Antoine Fuqua,director,0.2335517278698624
434,nm0001351,George Roy Hill,director,0.23354589500674314
435,nm0002044,Roger Donaldson,director,0.23353034212935986
436,nm0742341,Stuart Rosenberg,director,0.23351479132331152
437,nm0776114,Tom Schulman,"director,writer",0.23348175273604926
438,nm0134635,Neil Canton,producer,0.23347203728362184
439,nm0315205,Robert Getchell,writer,0.23346037980793236
440,nm0629580,Dudley Nichols,"writer,director",0.23345455150662817
441,nm0032696,Avi Arad,producer,0.23343706834861622
442,nm0104335,John Brancato,writer,0.23343318355799633
443,nm0493662,Andrew Lazar,producer,0.23341764568842147
444,nm0299301,John Fusco,writer,0.2334040517492408
445,nm0006790,Jonathan D. Krane,producer,0.23339240106155523
446,nm0128906,James M. Cain,writer,0.23339240106155523
447,nm0001825,Andrew Kevin Walker,writer,0.2333729858332432
448,nm0792049,Stacey Sher,producer,0.23336522064634196
449,nm0937208,Joe Wizan,producer,0.233336105797222
450,nm0347086,John Guillermin,director,0.23333416506558208
451,nm0769874,Franklin J. Schaffner,director,0.23330699821198386
452,nm0091200,David Boehm,writer,0.2333050579645061
453,nm0006613,Don Murphy,producer,0.23330117756636284
454,nm0130492,John Calley,producer,0.23324104789697286
455,nm0770337,Richard Schayer,writer,0.23319451717746026
456,nm0418883,Kevin Jarre,"writer,producer,director",0.23318482561425674
457,nm0675305,Steve Perry,producer,0.23317125877903835
458,nm0842523,Robin Swicord,"writer,director",0.23316738283035648
459,nm0812373,Joel Soisson,"producer,writer,director",0.23314219230449598
460,nm0000431,Taylor Hackford,"director,producer",0.2331286304295437
461,nm0001814,Gus Van Sant,director,0.23311894434195876
462,nm0748665,Albert S. Ruddy,"writer,producer",0.23311700722102657
463,nm0295264,Josh Friedman,writer,0.23311119605138517
464,nm0921013,Richard Wenk,"writer,director",0.23310151141245192
465,nm0425138,George Clayton Johnson,writer,0.23306084471471772
466,nm0455207,Robert King,writer,0.2330298700867196
467,nm0375494,Monte Hellman,"director,writer",0.23298148870969082
468,nm0438989,Larry Karaszewski,"writer,director",0.23294086387564975
469,nm0382072,Peter Hewitt,"director,writer",0.23293892971312327
470,nm0057381,J.M. Barrie,writer,0.23293506148442755
