tconst,Film,Country,In-Degree Centrality,PageRank Score,Betweenness Centrality,CineMAC rank
tt0032138,The Wizard of Oz (1939),USA,0.0275698649716026,0.0075879058946231,9.516976200002248e-05,0.011750980209408575
tt0076759,Star Wars (1977),USA,0.0289991349155602,0.0045586843689512,0.0002992119311309,0.011285677071880768
tt0054215,Psycho (1960),USA,0.0156467446496408,0.0043757994905347,2.356449264302977e-05,0.00668203621093951
tt0073195,Jaws (1975),USA,0.0129386542295106,0.0023355150198736,4.956523401467732e-05,0.005107911494466293
tt0068646,The Godfather (1972),USA,0.0129386542295106,0.0020107220326909,0.0001401864001704,0.0050298542207906334
tt0024216,King Kong (1933),USA,0.010155339075488,0.0042859807395525,3.3778618317497484e-05,0.004825032811119333
tt0062622,2001: A Space Odyssey (1968),USA,0.010606687478843,0.0026995386308445,5.3249420956664944e-05,0.004453158510214722
tt0031381,Gone with the Wind (1939),USA,0.0110204235152518,0.0023111101782912,1.7055383176288896e-06,0.004444413077286876
tt0034583,Casablanca (1942),USA,0.0109828111483055,0.0022096092982037,2.9522970524407814e-05,0.004407314472344537
tt0021884,Frankenstein (1931),USA,0.0100801143415955,0.0029099312568974,1.5413859579194078e-06,0.00433052899481694
tt0081505,The Shining (1980),USA,0.0105690751118967,0.0014245229038412,0.0003989898395547,0.004130862618430866
tt0080684,Star Wars: Episode V - The Empire Strikes Back (1980),USA,0.0100425019746492,0.0013683438470158,0.0004568425233667,0.003955896115010567
tt3400182,Taxi Driver (1976),USA,0.0091398051679392,0.0016416574512614,0.0009718603414089,0.003917774320203166
tt0088247,The Terminator (1984),USA,0.0096663783051867,0.0017140659179647,0.0002544157092466,0.003878286644132667
tt0033467,Citizen Kane (1941),USA,0.0088765185993154,0.0023169004043272,0.000209670406829,0.0038010298034905333
tt0063350,Night of the Living Dead (1968),USA,0.0089517433332079,0.0019242096673169,9.865628464199384e-05,0.0036582030950555976
tt0070047,The Exorcist (1973),USA,0.0088765185993154,0.0018425173058272,4.603254627479393e-05,0.003588356150472465
tt0021815,Dracula (1931),USA,0.005829916876669,0.0049164058867112,0.0,0.0035821075877933996
tt0082971,Raiders of the Lost Ark (1981),USA,0.0085756196637454,0.0010016956967538,0.0003888277294869,0.003322047696662033
tt0110912,Pulp Fiction (1994),USA,0.0080114341595516,0.0008335915358403,0.0010466558956036,0.0032972271969985006
tt0083866,E.T. the Extra-Terrestrial (1982),USA,0.0086132320306916,0.001022175377169,0.0001538723647702,0.0032630932575435996
tt0133093,The Matrix (1999),USA,0.0075976981231428,0.0008068590237395,0.0011864924982678,0.0031970165483833665
tt0078748,Alien (1979),USA,0.0081242712603904,0.0012297641846233,0.0001334512847661,0.003162495576593267
tt0078788,Apocalypse Now (1979),USA,0.0081242712603904,0.0011216300590144,0.0001014397747305,0.0031157803647117667
tt0086250,Scarface (1983),USA,0.0074848610223041,0.0009953946225488,0.0001694690537104,0.0028832415661877663
tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),USA,0.006130815812239,0.0023588913044793,0.0001001793529564,0.002863295489891567
tt0047034,Gojira (1954),Japan,0.0069206755181103,0.0015020416274886,2.8824294299959064e-05,0.002817180479966286
tt0066921,A Clockwork Orange (1971),USA,0.0068078384172715,0.0013107827179766,0.000113569377386,0.002744063504211367
tt0029583,Snow White and the Seven Dwarfs (1937),USA,0.004927220069959,0.0032265749428048,0.0,0.0027179316709212663
tt0072271,The Texas Chain Saw Massacre (1974),USA,0.006431714747809,0.0012839628097045,0.0002249134487317,0.0026468636687484
tt0075148,Rocky (1976),USA,0.0066573889494865,0.0012665132399026,9.160167852243396e-06,0.002644354119080448
tt0087800,A Nightmare on Elm Street (1984),USA,0.006431714747809,0.0008806331943582,0.0001571920639826,0.0024898466687166003
tt0103064,Terminator 2: Judgment Day (1991),USA,0.0065069394817015,0.0006584440288629,0.0002959617798037,0.0024871150967893667
tt0077651,Halloween (1978),USA,0.0059427539775078,0.0010937867224053,0.0002253330015117,0.0024206245671416
tt0066999,Dirty Harry (1971),USA,0.0055666303080452,0.0016026346733775,5.006761465526344e-05,0.0024064441986926545
tt0086190,Star Wars: Episode VI - Return of the Jedi (1983),USA,0.006431714747809,0.0006150087469118,0.0001223012041424,0.002389674899621067
tt0087332,Ghostbusters (1984),USA,0.0062436529130778,0.0006986920091024,0.0001657953285949,0.0023693800835917
tt0088763,Back to the Future (1985),USA,0.0061684281791853,0.0006405782007495,0.0002261830083575,0.0023450631294307665
tt0107290,Jurassic Park (1993),USA,0.0063188776469703,0.0005800455714564,7.414714624863832e-05,0.002324356788225113
tt0102926,The Silence of the Lambs (1991),USA,0.0062060405461315,0.000674719293401,3.859359422691324e-05,0.002306451144586471
tt0120338,Titanic (1997),USA,0.0061684281791853,0.0006182826209495,5.1725416953278656e-05,0.0022794787390293596
tt0052357,Vertigo (1958),USA,0.005378568473314,0.0013574025290665,1.8422020162184816e-05,0.002251464340847562
tt0083944,First Blood (1982),USA,0.005228119005529,0.0010571664392421,5.420190480166162e-06,0.0020969018784170886
tt0060196,"Il buono, il brutto, il cattivo (1966)",USA,0.0051152819046902,0.0011428344230114,3.1533358846755585e-05,0.0020965498955161184
tt0061722,The Graduate (1967),USA,0.0052657313724752,0.0008803874492185,8.932689569646982e-06,0.0020516838370877822
tt0063522,Rosemary's Baby (1968),USA,0.0045510964004964,0.0013838509296447,5.744783418833365e-05,0.0019974650547764775
tt0038650,It's a Wonderful Life (1946),USA,0.0050024448038515,0.0009321707778152,3.82934759187298e-05,0.00199096968586181
tt0004972,The Birth of a Nation (1915),USA,0.0020310678150976,0.0039220791530011,0.0,0.0019843823226995665
tt0068473,Deliverance (1972),USA,0.0048896077030127,0.0009861881980567,1.711940543493615e-05,0.001964305102168112
tt0083658,Blade Runner (1982),"USA,Hong Kong",0.0048519953360664,0.0007807151156861,0.0001047131080467,0.0019124745199330668
tt0080761,Friday the 13th (1980),USA,0.0048143829691202,0.0006403210701587,8.128348873537045e-05,0.0018453291760047567
tt0034492,Bambi (1942),USA,0.0042501974649264,0.0012284526698256,2.988554975445095e-06,0.001827212896575815
tt0074285,Carrie (1976),USA,0.0047015458682814,0.0006582375635583,4.7326353907063886e-05,0.0018023699285822543
tt0090605,Aliens (1986),USA,0.0045887087674427,0.0006761652536663,0.0001237575974376,0.0017962105395155333
tt0076666,Saturday Night Fever (1977),USA,0.0044382592996577,0.0006470267428872,0.0001484416754429,0.0017445759059959334
tt0371968,Superman (1978),USA,0.0045134840335502,0.0006038097748766,2.991395762094877e-05,0.0017157359220159162
tt0045152,Singin' in the Rain (1952),USA,0.0036860119607326,0.0012750358731532,0.0001517663239766,0.0017042713859541335
tt0083907,The Evil Dead (1981),USA,0.0042125850979802,0.0005740088120164,0.000143431642909,0.0016433418509685333
tt0023551,Tarzan the Ape Man (1932),USA,0.0031970511904314,0.001655120984552,6.83729477097767e-05,0.0016401817075643924
tt0095016,Die Hard (1988),USA,0.0043254221988189,0.000511590855177,4.478052504505134e-05,0.0016272645263469838
tt0096895,Batman (1989),USA,0.0041749727310339,0.0004115357913288,0.000255922138733,0.0016141435536985666
tt0087538,The Karate Kid (1984),USA,0.0042878098318727,0.000536877810566,9.974201021295622e-06,0.0016115539478199986
tt0047396,Rear Window (1954),USA,0.0034979501260014,0.0013032279918441,2.4294711224165823e-05,0.001608490943023222
tt0063442,Planet of the Apes (1968),USA,0.0040997479971414,0.0006436751715451,1.3283201269915591e-05,0.0015855687899854719
tt0093058,Full Metal Jacket (1987),USA,0.0042125850979802,0.0004327196269788,6.269461203567029e-05,0.001569333112331557
tt0059742,The Sound of Music (1965),USA,0.0041373603640877,0.0004976315828333,0.0,0.0015449973156403333
tt0058331,Mary Poppins (1964),USA,0.0038740737954639,0.0007325161597975,2.307103723379409e-05,0.0015432203308317312
tt0049730,The Searchers (1956),USA,0.0024824162184526,0.0020821374045778,5.2916841723019206e-05,0.0015391568215844733
tt0043014,Sunset Blvd. (1950),USA,0.0039492985293564,0.0004282490320769,5.893271323856711e-05,0.0014788267582239558
tt0105236,Reservoir Dogs (1992),USA,0.0035731748598939,0.0003936002383415,0.0004527144600254,0.0014731631860869334
tt0070034,Enter the Dragon (1973),"Hong Kong,USA",0.0035731748598939,0.0008136908658133,2.3951208830848723e-05,0.001470272311512683
tt0033870,The Maltese Falcon (1941),USA,0.0036483995937864,0.0007351454361085,1.1955713179469865e-05,0.0014651669143581232
tt0064276,Easy Rider (1969),USA,0.0034979501260014,0.0007237667236929,0.0001624134225886,0.001461376757427633
tt0056869,The Birds (1963),USA,0.0035731748598939,0.0007921851222075,4.026923957606159e-06,0.001456462302019669
tt0120737,The Lord of the Rings: The Fellowship of the Ring (2001),USA,0.0040621356301952,0.0002890389055673,1.178864366041531e-05,0.0014543210598076386
tt0116695,Jerry Maguire (1996),USA,0.0038740737954639,0.0003770080485422,7.053323108491814e-05,0.0014405383583636726
tt0073629,The Rocky Horror Picture Show (1975),USA,0.0034603377590551,0.0003921171077681,0.000395963235145,0.0014161393673227333
tt0026138,Bride of Frankenstein (1935),USA,0.0033851130251626,0.0008166535587217,3.1270201114489703e-06,0.0014016312013319162
tt0093870,RoboCop (1987),USA,0.0036107872268401,0.0005146836781363,7.213356822896062e-05,0.0013992014910684536
tt14571278,The Lion King (1994),USA,0.0036483995937864,0.0003684338388143,0.0001571048385349,0.0013913127570452002
tt0109830,Forrest Gump (1994),USA,0.0035355624929476,0.0003781795798442,0.00018824967055,0.0013673305811139332
tt0075860,Close Encounters of the Third Kind (1977),USA,0.0034979501260014,0.0004957257992104,5.335186808270264e-05,0.001349009264431501
tt0077402,Dawn of the Dead (1978),USA,0.0035355624929476,0.0004407142496619,3.535204160160522e-05,0.0013372095947370352
tt0052311,Touch of Evil (1958),USA,0.0018430059803663,0.0021490098782585,0.0,0.0013306719528749335
tt0117571,Scream (1996),USA,0.0028961522548613,0.0001963119358933,0.0008551664898012,0.0013158768935186
tt0053125,North by Northwest (1959),USA,0.0030842140895926,0.0007714229853622,6.801416174007912e-05,0.0013078837455649597
tt0087469,Indiana Jones and the Temple of Doom (1984),USA,0.0034603377590551,0.0002620817047813,0.0001512488978416,0.0012912227872260002
tt0092991,Evil Dead II (1987),USA,0.0031594388234851,0.0004240901600442,0.0002859745890168,0.0012898345241820332
tt0092099,Top Gun (1986),USA,0.0033851130251626,0.0004782976694843,0.0,0.0012878035648823
tt0048545,Rebel Without a Cause (1955),USA,0.0033098882912701,0.0005103432475444,9.573436708790203e-06,0.0012766016585077635
tt0093773,Predator (1987),USA,0.0034603377590551,0.0003182691360697,3.3858663220366525e-05,0.0012708218527817223
tt0080455,The Blues Brothers (1980),USA,0.0031970511904314,0.0004704708151868,0.0001020861072716,0.0012565360376299334
tt0068468,Deep Throat (1972),USA,0.0028585398879151,0.0008684793895422,0.0,0.0012423397591524333
tt0056172,Lawrence of Arabia (1962),USA,0.0029713769887539,0.0007091409649008,1.2926255119635108e-05,0.0012311480695914449
tt0120915,Star Wars: Episode I - The Phantom Menace (1999),USA,0.0033098882912701,0.0002256680200866,0.000143111433606,0.0012262225816542334
tt0093409,Lethal Weapon (1987),USA,0.0030842140895926,0.0003638823111369,0.00017809206152,0.0012087294874165
tt0084516,Poltergeist (1982),USA,0.0030842140895926,0.0004071349808193,0.0001090165645633,0.0012001218783250667
tt0024184,The Invisible Man (1933),USA,0.0026704780531838,0.0008968117058772,4.537742648326175e-07,0.0011892478444419442
tt0033563,Dumbo (1941),USA,0.0023319667506676,0.0012237065853858,0.0,0.0011852244453511333
tt0185937,The Blair Witch Project (1999),USA,0.0030089893557001,0.0003363918729795,0.000203156846984,0.0011828460252212
tt0055614,West Side Story (1961),USA,0.0030089893557001,0.0005054927972215,1.4586157601493654e-05,0.0011763561035076978
tt0073486,One Flew Over the Cuckoo's Nest (1975),USA,0.0030842140895926,0.0004030627802181,6.629323940505091e-06,0.0011646353979170685
tt0099685,Goodfellas (1990),USA,0.0031218264565389,0.0003032860800764,6.115612126766878e-05,0.0011620895526276564
tt0064115,Butch Cassidy and the Sundance Kid (1969),USA,0.0029713769887539,0.0004626806278427,3.688254993337628e-05,0.0011569800555099922
tt0137523,Fight Club (1999),USA,0.0028585398879151,0.0002734923164511,0.0003029705865159,0.0011450009302940334
tt0087363,Gremlins (1984),USA,0.0029713769887539,0.000291801747803,0.0001677111717138,0.0011436299694235666
tt0095953,Rain Man (1988),USA,0.0029337646218076,0.0003561030420479,0.0001216661602649,0.0011371779413734667
tt0036342,Shadow of a Doubt (1943),USA,0.0006770226050325,0.0027129500456669,1.1169398820456592e-05,0.0011337140165066188
tt0046876,Creature from the Black Lagoon (1954),USA,0.0027457027870763,0.0005780867046794,0.0,0.0011079298305852333
tt0032910,Pinocchio (1940),USA,0.0027833151540226,0.0004963808339771,2.380297564024228e-06,0.0010940254285212415
tt0034398,The Wolf Man (1941),USA,0.0028585398879151,0.0003666607988005,2.318402548787863e-05,0.0010827949040678262
tt0061418,Bonnie and Clyde (1967),USA,0.0025952533192913,0.0006211644064864,2.698794156073925e-05,0.0010811352224461464
tt0047478,Shichinin no samurai (1954),Japan,0.0018806183473125,0.0013541808119872,8.548769988715839e-06,0.001081115976429472
tt0049366,Invasion of the Body Snatchers (1956),USA,0.0024824162184526,0.0007502634328015,0.0,0.0010775598837513666
tt0067741,Shaft (1971),USA,0.0025952533192913,0.0004254367828229,0.0002015563999024,0.0010740821673388668
tt0040897,The Treasure of the Sierra Madre (1948),USA,0.0024448038515063,0.0007762766511212,1.0830519849136971e-06,0.0010740545182041379
tt0064665,Midnight Cowboy (1969),USA,0.0027457027870763,0.0002942194705475,0.0001720686661073,0.0010706636412437
tt0047296,On the Waterfront (1954),USA,0.0023319667506676,0.0008694127876249,0.0,0.0010671265127641667
tt0052618,Ben-Hur (1959),USA,0.0024071914845601,0.0007597306907786,2.2217770144078828e-05,0.0010630466484942596
tt0048605,The Seven Year Itch (1955),USA,0.0026704780531838,0.0004418907144423,2.53174063564796e-05,0.0010458953913275264
tt0071562,The Godfather: Part II (1974),USA,0.0027457027870763,0.0003630125986933,2.476592641887244e-05,0.001044493770729491
tt0043456,The Day the Earth Stood Still (1951),USA,0.0025200285853988,0.000574175508642,0.0,0.0010314013646802666
tt0044081,A Streetcar Named Desire (1951),USA,0.0024824162184526,0.000513669485067,0.0,0.0009986952345065333
tt0057115,The Great Escape (1963),USA,0.0024448038515063,0.0004782958666495,0.0,0.0009743665727186
tt0077631,Grease (1978),USA,0.0025576409523451,0.0002872689686264,7.741183787849053e-05,0.0009741072529499967
tt0054331,Spartacus (1960),USA,0.0021439049159363,0.0007295782180229,1.740467840591476e-05,0.0009636292707883716
tt0111161,The Shawshank Redemption (1994),USA,0.0025576409523451,0.0002743397888859,4.7190931115196685e-05,0.0009597238907820654
tt0071315,Chinatown (1974),USA,0.0024824162184526,0.0003854985060803,4.199035332571517e-06,0.0009573712532884904
tt0089880,Rambo: First Blood Part II (1985),USA,0.0023695791176138,0.0004208933060344,3.4524991077283084e-05,0.0009416658049084943
tt0077247,The Incredible Torture Show (1976),USA,0.0017677812464738,0.000525083744881,0.0005167040148043,0.0009365230020530333
tt0067992,Willy Wonka & the Chocolate Factory (1971),USA,0.0024824162184526,0.000272202714807,2.167419151140732e-05,0.0009254310415903358
tt0119654,Men in Black (1997),USA,0.0024448038515063,0.0001730178071775,0.0001440281004391,0.0009206165863743001
tt0114709,Toy Story (1995),USA,0.0024824162184526,0.0001981640273155,7.63851753886477e-05,0.0009189884737189159
tt0088258,This Is Spinal Tap (1984),USA,0.0024071914845601,0.0002609590720224,7.92853545787119e-05,0.0009158119703870706
tt0046183,Peter Pan (1953),USA,0.0022567420167751,0.0004874405191762,0.0,0.0009147275119837666
tt0065214,The Wild Bunch (1969),USA,0.0021815172828826,0.0005449625786058,1.267696166442034e-05,0.0009130522743842736
tt0049223,Forbidden Planet (1956),USA,0.0021062925489901,0.0006268979806812,0.0,0.0009110635098904333
tt0145487,Spider-Man (2002),USA,0.0022567420167751,0.0001622386493123,0.0003038365528118,0.0009076057396330666
tt0075005,The Omen (1976),USA,0.0022191296498288,0.0004842000475518,9.036936082654867e-06,0.0009041222111544183
tt0109445,Clerks (1994),USA,0.0019558430812051,0.0001999232830613,0.0005503751576554,0.0009020471739739334
tt0075686,Annie Hall (1977),USA,0.0022943543837213,0.0003647997729196,4.307393082710447e-05,0.0009007426958226682
tt0084787,The Thing (1982),USA,0.0023319667506676,0.0003325796560543,2.3533812503114797e-05,0.0008960267397416717
tt0058385,My Fair Lady (1964),USA,0.0020686801820438,0.0006128146847543,0.0,0.0008938316222660333
tt0083972,Friday the 13th Part III (1982),USA,0.0023695791176138,0.0002251080992108,7.889720397184737e-05,0.0008911948069321491
tt0081398,Raging Bull (1980),USA,0.0024071914845601,0.0002075507674624,3.394394312611216e-05,0.0008828953983828707
tt0064116,C'era una volta il West (1968),USA,0.0019934554481513,0.000500084941918,0.0001439774409262,0.0008791726103318333
tt0043274,Alice in Wonderland (1951),USA,0.0021815172828826,0.0004315489133141,2.7288381608964742e-06,0.000871931678119199
tt0043274,Alice in Wonderland (1951),USA,0.0021815172828826,0.0004315489133141,7.799872612868399e-08,0.0008710480649742762
tt0066206,Patton (1970),USA,0.0022943543837213,0.0003151142023475,0.0,0.0008698228620229333
tt0088847,The Breakfast Club (1985),USA,0.0023319667506676,0.0002569729147008,1.8527319125434575e-05,0.0008691556614979449
tt0049833,The Ten Commandments (1956),USA,0.0020310678150976,0.0005258494690492,2.230713787515344e-05,0.000859741474007318
tt0045793,From Here to Eternity (1953),USA,0.0018806183473125,0.0006904233244979,0.0,0.0008570138906034667
tt0025493,The Merry Widow (1934),USA,0.0001880618347312,0.0023817479818425,0.0,0.0008566032721912335
tt0167404,The Sixth Sense (1999),USA,0.0022191296498288,0.0002348542412636,0.000109784175665,0.0008545893555857998
tt0086383,Sudden Impact (1983),USA,0.0022191296498288,0.0003141025413802,2.696401123562675e-05,0.0008533987341482088
tt0056193,Lolita (1962),USA,0.0017301688795275,0.0007993208766138,2.3250696638110997e-05,0.0008509134842598037
tt0067116,The French Connection (1971),USA,0.0020686801820438,0.0004438713999812,2.634671504648572e-05,0.0008462994323571618
tt0072431,Young Frankenstein (1974),USA,0.0019934554481513,0.000366183700797,0.0001460731913491,0.0008352374467658
tt0071222,Black Christmas (1974),USA,0.0018430059803663,0.0004525002569518,0.0002055430333882,0.0008336830902354334
tt0084602,Rocky III (1982),USA,0.0021439049159363,0.0003371223193561,1.973875796572494e-05,0.0008335886644193751
tt0015930,The House Without a Key (1926),USA,0.0019558430812051,0.0005277910675799,0.0,0.0008278780495950001
tt0053291,Some Like It Hot (1959),USA,0.0020686801820438,0.0003551566114525,5.544415921700867e-05,0.0008264269842377694
tt0028372,The Three Mesquiteers (1936),USA,0.0019182307142588,0.0005486155976214,0.0,0.0008222821039600667
tt0054698,Breakfast at Tiffany's (1961),USA,0.0021439049159363,0.0002984255919403,1.900581237052013e-05,0.0008204454400823734
tt0188217,Swedish Erotica 23 (1981),USA,0.0018806183473125,0.0005367606842385,0.0,0.000805793010517
tt0090756,Blue Velvet (1986),USA,0.0021439049159363,0.0002495618067621,1.7614131589945355e-05,0.0008036936180961153
tt0054047,The Magnificent Seven (1960),USA,0.0017301688795275,0.000678346101449,1.2455397703996903e-06,0.0008032535069156334
tt0116629,Independence Day (1996),USA,0.0020310678150976,0.0001389207851,0.0002337035248218,0.0008012307083398
tt0066434,THX 1138 (1971),USA,0.0014292699439575,0.0009391371029544,3.2800383639940173e-05,0.0008004024768506133
tt0266697,Kill Bill: Vol. 1 (2003),USA,0.0019182307142588,0.0001514902474639,0.0003216092884798,0.0007971100834008333
tt0036775,Double Indemnity (1944),USA,0.0018806183473125,0.0004053245226784,9.67103059231098e-05,0.0007942177253046699
tt0091042,Ferris Bueller's Day Off (1986),USA,0.0020310678150976,0.0002088522167301,0.0001069562421112,0.0007822920913129667
tt0017743,Chang: A Drama of the Wilderness (1927),USA,0.0001880618347312,0.0021328056530354,0.0,0.0007736224959222
tt0038699,Live Wires (1946),USA,0.0017677812464738,0.0005418694849625,1.0372898309257472e-05,0.0007733412099151859
tt0097757,The Little Mermaid (1989),USA,0.0020686801820438,0.0002186803875373,2.828259074093576e-05,0.0007718810534406787
tt0064777,Otoko wa tsurai yo (1969),Japan,0.00180539361342,0.0005087680357315,0.0,0.0007713872163838334
tt0016039,The Lost World (1925),USA,0.0003761236694625,0.001904079860227,1.1995608942197778e-05,0.0007640663795438992
tt0062765,Bullitt (1968),USA,0.0019934554481513,0.0002982145507463,0.0,0.0007638899996325332
tt0082418,Friday the 13th Part 2 (1981),USA,0.0020310678150976,0.000213986595377,3.971768163266137e-05,0.0007615906973690872
tt0030161,The Frontiersmen (1938),USA,0.001654944145635,0.0006265532699471,0.0,0.0007604991385273666
tt0126029,Shrek (2001),USA,0.0017677812464738,0.0001109051606346,0.0003991766924269,0.0007592876998450999
tt0050212,The Bridge on the River Kwai (1957),USA,0.0013916575770113,0.0008821517544185,3.0587577611524365e-06,0.0007589560297303175
tt0091064,The Fly (1986),USA,0.0019558430812051,0.00025486886934,6.408458756001619e-05,0.0007582655127017054
tt0117060,Mission: Impossible (1996),USA,0.0020686801820438,0.0001558895220746,4.28228490172212e-05,0.0007557975177118737
tt0042332,Cinderella (1950),USA,0.0016925565125813,0.0005668251585695,1.703053432559349e-06,0.000753694908194453
tt0100405,Pretty Woman (1990),USA,0.0020310678150976,0.0002143237314168,8.500000613255049e-06,0.0007512971823758851
tt0068833,The Last House on the Left (1972),USA,0.0017301688795275,0.0004158196058797,0.0001068664973551,0.0007509516609207666
tt0120903,X-Men (2000),USA,0.0019934554481513,0.0001447027676188,0.0001138054142298,0.0007506545433333
tt0082010,An American Werewolf in London (1981),USA,0.0018430059803663,0.0002204089359332,0.0001729089934931,0.0007454413032642001
tt0089218,The Goonies (1985),USA,0.0018430059803663,0.0002002098647828,0.00018762042291,0.0007436120893530334
tt0077713,Day of the Woman (1978),USA,0.0017677812464738,0.0003955996557218,4.9684157055252254e-05,0.0007376883530836176
tt0043274,Alice in Wonderland (1951),USA,0.0021815172828826,2.850233007299584e-05,2.7288381608964742e-06,0.0007375828170388309
tt0043274,Alice in Wonderland (1951),USA,0.0021815172828826,2.850233007299584e-05,7.799872612868399e-08,0.0007366992038939082
tt0100802,Total Recall (1990),USA,0.0019182307142588,0.0002088017129827,6.808962658922471e-05,0.0007317073512769083
tt0097576,Indiana Jones and the Last Crusade (1989),USA,0.0019558430812051,0.0001515062404116,8.50096117266413e-05,0.000730786311114447
tt0044706,High Noon (1952),USA,0.0018430059803663,0.0003351452615481,0.0,0.0007260504139714667
tt0099785,Home Alone (1990),USA,0.0019182307142588,0.0001918569991809,6.24635500566249e-05,0.000724183754498775
tt0071230,Blazing Saddles (1974),USA,0.0018806183473125,0.0001858879413983,0.0001045983774804,0.0007237015553970667
tt0080339,Airplane! (1980),USA,0.0018430059803663,0.0001818845176836,0.0001445250348136,0.0007231385109545
tt0112573,Braveheart (1995),USA,0.0019558430812051,0.0002092042011617,3.2907756889514554e-06,0.0007227793526852505
tt0085549,Flashdance (1983),USA,0.0018430059803663,0.0002471904705009,6.523478579875925e-05,0.0007184770788886532
tt0072890,Dog Day Afternoon (1975),USA,0.0018430059803663,0.0002634858271026,3.86756819307239e-05,0.0007150558297998747
tt0099653,Ghost (1990),USA,0.0018806183473125,0.0001969249264765,5.6967097048614464e-05,0.0007115034569458715
tt0027670,Ghost-Town Gold (1936),USA,0.0018430059803663,0.0002905435710055,0.0,0.0007111831837906
tt0188218,Swedish Erotica 26 (1981),USA,0.0018430059803663,0.0002879387569535,0.0,0.0007103149124399333
tt0061512,Cool Hand Luke (1967),USA,0.0019182307142588,0.0002073905558688,0.0,0.0007085404233758667
tt0074119,All the President's Men (1976),USA,0.0017301688795275,0.0003897403763937,2.723857354199443e-06,0.0007075443710917997
tt0103639,Aladdin (1992),USA,0.0018430059803663,0.0001728320355596,9.230130891351588e-05,0.0007027131082798054
tt0120591,Armageddon (1998),USA,0.00180539361342,0.0001090578312201,0.0001863267975265,0.0007002594140555333
tt0074958,Network (1976),USA,0.0016925565125813,0.000291506865088,0.0001104653109067,0.0006981762295253332
tt0118715,The Big Lebowski (1998),USA,0.0017677812464738,0.0001534001617401,0.0001640977336018,0.0006950930472719
tt0120815,Saving Private Ryan (1998),USA,0.0018806183473125,0.0001865367906469,1.5058368399507156e-05,0.0006940711687863024
tt0241527,Harry Potter and the Sorcerer's Stone (2001),USA,0.0019182307142588,0.0001475904270338,1.528895314050529e-05,0.0006937033648110351
tt0169547,American Beauty (1999),USA,0.001654944145635,0.0001731132357446,0.0002468309997896,0.0006916294603897333
tt0025316,It Happened One Night (1934),USA,0.0017301688795275,0.0003206183721296,0.0,0.0006835957505523666
tt0022913,Freaks (1932),USA,0.0016173317786888,0.0004285150766361,0.0,0.0006819489517749666
tt0046534,The War of the Worlds (1953),USA,0.0017677812464738,0.0002673214432106,8.457786646825594e-06,0.000681186825443742
tt0098635,When Harry Met Sally... (1989),USA,0.00180539361342,0.000222116566467,1.2665839792510122e-05,0.0006800586732265034
tt0103074,Thelma & Louise (1991),USA,0.0017677812464738,0.0002600357577773,2.867424081668347e-06,0.0006768948094442562
tt0055630,Yôjinbô (1961),Japan,0.0014292699439575,0.0005809855214734,8.421967216995326e-06,0.0006728924775492984
tt0038636,In Fast Company (1946),USA,0.0017301688795275,0.0002883899289314,0.0,0.0006728529361529666
tt0080678,The Elephant Man (1980),USA,0.0016173317786888,0.0003902250280473,7.013571104716323e-06,0.0006715234592802721
tt0028194,Roarin' Lead (1936),USA,0.00180539361342,0.0002023550362651,0.0,0.0006692495498950334
tt0188219,Swedish Erotica 27 (1981),USA,0.00180539361342,0.0002005049989678,0.0,0.0006686328707959334
tt0017752,The Chinese Parrot (1927),USA,0.0017301688795275,0.0002748497956108,0.0,0.0006683395583794333
tt0190332,Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738,0.0001540445624493,7.79329369384474e-05,0.0006665862486205158
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl (2003),USA,0.0016925565125813,0.0001701044034599,0.0001370866159765,0.0006665825106725666
tt0066607,Zoku otoko wa tsurai yo (1969),Japan,0.0017301688795275,0.0002680308453732,0.0,0.0006660665749668999
tt0070666,Serpico (1973),USA,0.0017301688795275,0.0002656122761679,0.0,0.0006652603852318
tt0048280,Lady and the Tramp (1955),USA,0.00150449467785,0.0004852969268393,5.172911280464041e-06,0.0006649881719899214
tt0032455,Fantasia (1940),USA,0.0017301688795275,0.0002581732653575,3.4859276369354075e-06,0.000663942690840645
tt0031925,Silver on the Sage (1939),USA,0.0016173317786888,0.0003643745872125,0.0,0.0006605687886337666
tt0052077,Plan 9 from Outer Space (1959),USA,0.0017677812464738,0.0001980188254005,1.2656357170029352e-05,0.0006594854763481098
tt0172495,Gladiator (2000),USA,0.0016925565125813,0.0001471242268701,0.0001381845710036,0.0006592884368183333
tt0103772,Basic Instinct (1992),USA,0.00180539361342,0.0001281766074257,3.92094018275672e-05,0.0006575932075577557
tt0298363,Hesokuri shachô (1956),Japan,0.00150449467785,0.0004526159690639,0.0,0.0006523702156379666
tt0093010,Fatal Attraction (1987),USA,0.0017301688795275,0.0002235755808974,0.0,0.0006512481534749667
tt0096438,Who Framed Roger Rabbit (1988),USA,0.0017301688795275,0.0001391429497085,7.877152560585677e-05,0.0006493611182806189
tt0049782,Sora no daikaijû Radon (1956),Japan,0.0016173317786888,0.0003248711167433,4.459951112948523e-06,0.0006488876155150161
tt0051418,The Blob (1958),USA,0.001654944145635,0.0002675246525716,1.940742102345157e-05,0.0006472920730766838
